MaPhongDuocDat,MaDatPhong,MaPhong,NgayNhanPhong,NgayTraPhong,TongTienPhong
PDD012101,DP08956,LDO002_R012,2024-06-08,2024-06-09,1800000
PDD012102,DP08956,NDH001_R020,2024-06-08,2024-06-09,2200000
PDD012103,DP08957,QNA001_R009,2024-06-08,2024-06-11,5400000
PDD012104,DP08958,HYN001_R013,2024-06-08,2024-06-13,9000000
PDD012105,DP08959,THA002_R008,2024-06-08,2024-06-10,3600000
PDD012106,DP08960,DTP001_R033,2024-06-08,2024-06-13,5000000
PDD012107,DP08961,BRV004_R011,2024-06-08,2024-06-09,1200000
PDD012108,DP08962,VLO001_R012,2024-06-08,2024-06-12,14000000
PDD012109,DP08962,LDO002_R007,2024-06-08,2024-06-11,3600000
PDD012110,DP08963,HDG002_R007,2024-06-08,2024-06-10,4800000
PDD012111,DP08964,LCA001_R015,2024-06-08,2024-06-10,7000000
PDD012112,DP08965,HNO005_R014,2024-06-08,2024-06-13,7500000
PDD012113,DP08966,TBI001_R004,2024-06-08,2024-06-11,3600000
PDD012114,DP08966,HPG001_R008,2024-06-08,2024-06-11,3600000
PDD012115,DP08967,PYN002_R028,2024-06-08,2024-06-10,7000000
PDD012116,DP08968,BGG003_R019,2024-06-08,2024-06-12,6000000
PDD012117,DP08968,DNO001_R027,2024-06-08,2024-06-11,3300000
PDD012118,DP08969,QTR002_R041,2024-06-08,2024-06-09,1300000
PDD012119,DP08970,AGG003_R028,2024-06-08,2024-06-12,8800000
PDD012120,DP08971,NTN002_R009,2024-06-08,2024-06-10,2400000
PDD012121,DP08972,HGG001_R022,2024-06-08,2024-06-10,4800000
PDD012122,DP08972,TVH001_R001,2024-06-08,2024-06-11,3600000
PDD012123,DP08973,PTU002_R005,2024-06-08,2024-06-11,3600000
PDD012124,DP08973,HUG001_R019,2024-06-08,2024-06-13,17500000
PDD012125,DP08974,KGI001_R014,2024-06-08,2024-06-10,3000000
PDD012126,DP08974,PTU002_R021,2024-06-08,2024-06-09,1500000
PDD012127,DP08975,HPG002_R034,2024-06-08,2024-06-10,4000000
PDD012128,DP08976,HNO004_R002,2024-06-08,2024-06-09,1200000
PDD012129,DP08976,LCI002_R017,2024-06-08,2024-06-10,5600000
PDD012130,DP08977,AGG003_R013,2024-06-08,2024-06-13,9000000
PDD012131,DP08978,QTR002_R001,2024-06-08,2024-06-09,1200000
PDD012132,DP08978,PTU002_R012,2024-06-08,2024-06-13,9000000
PDD012133,DP08979,DNO002_R020,2024-06-08,2024-06-13,11000000
PDD012134,DP08979,LAG002_R021,2024-06-08,2024-06-12,8000000
PDD012135,DP08980,CTO002_R015,2024-06-08,2024-06-09,2000000
PDD012136,DP08981,TNH002_R027,2024-06-08,2024-06-10,2200000
PDD012137,DP08981,LCA002_R004,2024-06-08,2024-06-10,3600000
PDD012138,DP08982,QBI001_R004,2024-06-08,2024-06-09,1200000
PDD012139,DP08983,LDO002_R005,2024-06-08,2024-06-13,6000000
PDD012140,DP08984,HYN001_R014,2024-06-08,2024-06-12,6000000
PDD012141,DP08984,QNI002_R015,2024-06-08,2024-06-12,6800000
PDD012142,DP08985,DLK002_R020,2024-06-08,2024-06-11,4500000
PDD012143,DP08986,VLO002_R028,2024-06-08,2024-06-10,4400000
PDD012144,DP08987,AGG003_R004,2024-06-09,2024-06-12,3600000
PDD012145,DP08988,AGG002_R017,2024-06-09,2024-06-13,6000000
PDD012146,DP08989,HBI002_R014,2024-06-09,2024-06-12,4500000
PDD012147,DP08989,BRV004_R028,2024-06-09,2024-06-12,10500000
PDD012148,DP08990,HNO004_R012,2024-06-09,2024-06-10,1700000
PDD012149,DP08991,QNG001_R016,2024-06-09,2024-06-12,5400000
PDD012150,DP08992,HPG002_R009,2024-06-09,2024-06-10,1200000
PDD012151,DP08992,DNO001_R002,2024-06-09,2024-06-12,3600000
PDD012152,DP08993,TTH001_R018,2024-06-09,2024-06-14,17500000
PDD012153,DP08993,GLI001_R008,2024-06-09,2024-06-11,2400000
PDD012154,DP08993,BLU001_R013,2024-06-09,2024-06-13,14000000
PDD012155,DP08994,HTH002_R007,2024-06-09,2024-06-14,12000000
PDD012156,DP08995,THA002_R004,2024-06-09,2024-06-10,1200000
PDD012157,DP08996,NBH001_R003,2024-06-09,2024-06-12,3600000
PDD012158,DP08997,TNI001_R007,2024-06-09,2024-06-13,4800000
PDD012159,DP08998,BDG001_R021,2024-06-09,2024-06-12,4500000
PDD012160,DP08998,TBG001_R016,2024-06-09,2024-06-11,3000000
PDD012161,DP08999,VPC001_R022,2024-06-09,2024-06-10,3500000
PDD012162,DP09000,BDG002_R001,2024-06-09,2024-06-12,3600000
PDD012163,DP09001,DBI001_R013,2024-06-09,2024-06-10,1800000
PDD012164,DP09001,VPC001_R005,2024-06-09,2024-06-13,4800000
PDD012165,DP09002,HPG001_R005,2024-06-09,2024-06-14,6000000
PDD012166,DP09003,TTH001_R020,2024-06-09,2024-06-14,11000000
PDD012167,DP09004,CTO001_R019,2024-06-09,2024-06-14,14000000
PDD012168,DP09005,AGG003_R029,2024-06-09,2024-06-14,11000000
PDD012169,DP09005,BGG002_R003,2024-06-09,2024-06-13,4800000
PDD012170,DP09006,HGG001_R035,2024-06-09,2024-06-13,4000000
PDD012171,DP09007,BRV002_R004,2024-06-09,2024-06-12,3600000
PDD012172,DP09007,DNA001_R002,2024-06-09,2024-06-13,4800000
PDD012173,DP09008,PYN002_R020,2024-06-09,2024-06-13,6000000
PDD012174,DP09009,HNA001_R015,2024-06-09,2024-06-11,4000000
PDD012175,DP09009,LCI002_R003,2024-06-09,2024-06-13,4800000
PDD012176,DP09009,BRV001_R030,2024-06-09,2024-06-12,6000000
PDD012177,DP09010,BGG002_R028,2024-06-09,2024-06-14,11000000
PDD012178,DP09011,TVH001_R017,2024-06-09,2024-06-11,3400000
PDD012179,DP09012,HNO001_R011,2024-06-09,2024-06-13,7200000
PDD012180,DP09013,QBI001_R015,2024-06-09,2024-06-12,5400000
PDD012181,DP09013,QBI002_R007,2024-06-09,2024-06-12,7200000
PDD012182,DP09014,LCI002_R020,2024-06-09,2024-06-10,2200000
PDD012183,DP09015,GLI001_R002,2024-06-09,2024-06-12,3600000
PDD012184,DP09015,BGG003_R006,2024-06-09,2024-06-11,2400000
PDD012185,DP09016,NDH001_R003,2024-06-09,2024-06-10,1200000
PDD012186,DP09016,LCI002_R007,2024-06-09,2024-06-14,6000000
PDD012187,DP09017,BRV004_R031,2024-06-09,2024-06-13,8800000
PDD012188,DP09017,BRV004_R033,2024-06-09,2024-06-11,4000000
PDD012189,DP09018,DTP001_R001,2024-06-09,2024-06-10,1200000
PDD012190,DP09018,AGG002_R025,2024-06-09,2024-06-10,3500000
PDD012191,DP09018,YBI002_R035,2024-06-09,2024-06-13,4000000
PDD012192,DP09019,TNH001_R029,2024-06-09,2024-06-14,10000000
PDD012193,DP09020,CTO001_R011,2024-06-09,2024-06-13,7200000
PDD012194,DP09021,NTN001_R007,2024-06-09,2024-06-11,2400000
PDD012195,DP09022,AGG004_R026,2024-06-10,2024-06-14,8800000
PDD012196,DP09023,LCI002_R014,2024-06-10,2024-06-11,1500000
PDD012197,DP09023,CTO002_R006,2024-06-10,2024-06-13,5400000
PDD012198,DP09024,BDG002_R004,2024-06-10,2024-06-13,5400000
PDD012199,DP09024,AGG004_R012,2024-06-10,2024-06-13,5400000
PDD012200,DP09025,YBI001_R004,2024-06-10,2024-06-12,2400000
PDD012201,DP09025,TNH001_R005,2024-06-10,2024-06-15,6000000
PDD012202,DP09026,LAG002_R008,2024-06-10,2024-06-14,7200000
PDD012203,DP09027,HNO001_R004,2024-06-10,2024-06-12,2400000
PDD012204,DP09027,AGG005_R014,2024-06-10,2024-06-11,2000000
PDD012205,DP09028,DNA001_R001,2024-06-10,2024-06-15,6000000
PDD012206,DP09029,QTR001_R027,2024-06-10,2024-06-11,2800000
PDD012207,DP09029,HYN002_R001,2024-06-10,2024-06-15,6000000
PDD012208,DP09030,QNI002_R016,2024-06-10,2024-06-12,3400000
PDD012209,DP09031,HPG001_R007,2024-06-10,2024-06-13,3600000
PDD012210,DP09032,BRV002_R008,2024-06-10,2024-06-12,3600000
PDD012211,DP09032,QNI001_R025,2024-06-10,2024-06-14,4000000
PDD012212,DP09033,BGG001_R011,2024-06-10,2024-06-12,3600000
PDD012213,DP09034,TTH002_R009,2024-06-10,2024-06-14,11200000
PDD012214,DP09035,LCH001_R022,2024-06-10,2024-06-11,1700000
PDD012215,DP09036,TNH002_R001,2024-06-10,2024-06-12,2400000
PDD012216,DP09036,BNH002_R019,2024-06-10,2024-06-14,7200000
PDD012217,DP09037,PYN002_R012,2024-06-10,2024-06-11,1800000
PDD012218,DP09037,TVH001_R009,2024-06-10,2024-06-14,6000000
PDD012219,DP09037,QNI002_R011,2024-06-10,2024-06-13,8400000
PDD012220,DP09038,HPG002_R041,2024-06-10,2024-06-14,5200000
PDD012221,DP09038,NTN001_R014,2024-06-10,2024-06-11,1500000
PDD012222,DP09039,HNO002_R007,2024-06-10,2024-06-11,1800000
PDD012223,DP09040,HGG002_R010,2024-06-10,2024-06-13,5400000
PDD012224,DP09041,CMU002_R010,2024-06-10,2024-06-15,9000000
PDD012225,DP09042,VPC001_R009,2024-06-10,2024-06-13,3600000
PDD012226,DP09042,BGG003_R017,2024-06-10,2024-06-15,9000000
PDD012227,DP09042,BKN001_R019,2024-06-10,2024-06-11,2200000
PDD012228,DP09043,NTN002_R032,2024-06-10,2024-06-14,6800000
PDD012229,DP09043,HNO002_R018,2024-06-10,2024-06-12,3400000
PDD012230,DP09044,LAG001_R002,2024-06-10,2024-06-13,3600000
PDD012231,DP09045,LDO002_R008,2024-06-10,2024-06-15,9000000
PDD012232,DP09046,BLU001_R014,2024-06-10,2024-06-14,8800000
PDD012233,DP09047,TBI002_R018,2024-06-10,2024-06-15,8500000
PDD012234,DP09047,BNH002_R031,2024-06-10,2024-06-13,6600000
PDD012235,DP09048,KHA001_R024,2024-06-10,2024-06-11,2200000
PDD012236,DP09049,BDG001_R025,2024-06-10,2024-06-14,9600000
PDD012237,DP09050,DNO001_R026,2024-06-10,2024-06-12,2600000
PDD012238,DP09050,THA001_R017,2024-06-10,2024-06-13,6000000
PDD012239,DP09051,LCA001_R014,2024-06-10,2024-06-12,5600000
PDD012240,DP09051,SLA002_R005,2024-06-10,2024-06-15,6000000
PDD012241,DP09052,LAG002_R012,2024-06-10,2024-06-12,3600000
PDD012242,DP09053,YBI001_R018,2024-06-10,2024-06-14,6800000
PDD012243,DP09053,TNH001_R002,2024-06-10,2024-06-11,1200000
PDD012244,DP09054,BTN001_R015,2024-06-10,2024-06-15,10000000
PDD012245,DP09055,DNO002_R011,2024-06-10,2024-06-12,3600000
PDD012246,DP09055,BDG001_R035,2024-06-10,2024-06-14,8000000
PDD012247,DP09056,VLO002_R005,2024-06-10,2024-06-14,4800000
PDD012248,DP09056,QNI001_R023,2024-06-10,2024-06-11,1700000
PDD012249,DP09057,QTR001_R036,2024-06-10,2024-06-13,5100000
PDD012250,DP09058,VPC001_R024,2024-06-10,2024-06-12,4400000
PDD012251,DP09059,YBI002_R016,2024-06-10,2024-06-12,3600000
PDD012252,DP09060,BTN001_R001,2024-06-10,2024-06-13,3600000
PDD012253,DP09060,DLK002_R019,2024-06-10,2024-06-14,6000000
PDD012254,DP09060,QNG002_R008,2024-06-10,2024-06-14,9600000
PDD012255,DP09061,CTO001_R010,2024-06-10,2024-06-14,7200000
PDD012256,DP09062,HNO005_R008,2024-06-10,2024-06-11,1800000
PDD012257,DP09062,PTU002_R017,2024-06-10,2024-06-14,7200000
PDD012258,DP09063,LCH002_R006,2024-06-10,2024-06-11,1200000
PDD012259,DP09063,BDH002_R009,2024-06-10,2024-06-14,7200000
PDD012260,DP09064,HGG001_R027,2024-06-10,2024-06-12,7000000
PDD012261,DP09065,BNH001_R014,2024-06-10,2024-06-15,7500000
PDD012262,DP09065,QTR002_R009,2024-06-10,2024-06-13,3600000
PDD012263,DP09065,TBG001_R006,2024-06-10,2024-06-15,6000000
PDD012264,DP09066,GLI001_R035,2024-06-10,2024-06-12,2000000
PDD012265,DP09067,LDO002_R003,2024-06-10,2024-06-11,1200000
PDD012266,DP09068,VLO002_R002,2024-06-10,2024-06-14,4800000
PDD012267,DP09069,SLA001_R024,2024-06-10,2024-06-12,7000000
PDD012268,DP09069,BGG003_R014,2024-06-10,2024-06-15,9000000
PDD012269,DP09070,KGI001_R007,2024-06-10,2024-06-14,4800000
PDD012270,DP09070,HPG001_R010,2024-06-10,2024-06-15,6000000
PDD012271,DP09071,QTR002_R021,2024-06-11,2024-06-13,3000000
PDD012272,DP09072,LCA001_R004,2024-06-11,2024-06-16,6000000
PDD012273,DP09073,TNH001_R001,2024-06-11,2024-06-16,6000000
PDD012274,DP09074,DTP001_R024,2024-06-11,2024-06-12,3500000
PDD012275,DP09075,DNG003_R016,2024-06-11,2024-06-15,8800000
PDD012276,DP09076,HNA002_R014,2024-06-11,2024-06-12,2000000
PDD012277,DP09077,DBI002_R006,2024-06-11,2024-06-13,2400000
PDD012278,DP09078,TBI001_R001,2024-06-11,2024-06-13,2400000
PDD012279,DP09079,CTO001_R001,2024-06-11,2024-06-14,3600000
PDD012280,DP09080,KGI002_R019,2024-06-11,2024-06-12,1500000
PDD012281,DP09081,LCI001_R021,2024-06-11,2024-06-16,7500000
PDD012282,DP09082,HTH001_R034,2024-06-11,2024-06-14,3900000
PDD012283,DP09083,HNO002_R003,2024-06-11,2024-06-13,2400000
PDD012284,DP09084,GLI001_R034,2024-06-11,2024-06-15,6800000
PDD012285,DP09085,DLK001_R028,2024-06-11,2024-06-13,7000000
PDD012286,DP09086,BRV004_R032,2024-06-11,2024-06-12,2000000
PDD012287,DP09086,TBG001_R026,2024-06-11,2024-06-13,2600000
PDD012288,DP09086,TVH001_R004,2024-06-11,2024-06-12,1200000
PDD012289,DP09087,VPC002_R014,2024-06-11,2024-06-14,6600000
PDD012290,DP09087,DLK001_R027,2024-06-11,2024-06-16,17500000
PDD012291,DP09087,CTO002_R013,2024-06-11,2024-06-12,3500000
PDD012292,DP09088,QNA001_R007,2024-06-11,2024-06-14,3600000
PDD012293,DP09088,PTU002_R007,2024-06-11,2024-06-13,2400000
PDD012294,DP09089,AGG003_R005,2024-06-11,2024-06-16,6000000
PDD012295,DP09090,LDO001_R016,2024-06-11,2024-06-14,5100000
PDD012296,DP09091,CTO002_R016,2024-06-11,2024-06-15,6800000
PDD012297,DP09092,HNO005_R003,2024-06-11,2024-06-13,2400000
PDD012298,DP09093,LCH002_R004,2024-06-11,2024-06-15,4800000
PDD012299,DP09094,HGG002_R012,2024-06-11,2024-06-12,1800000
PDD012300,DP09094,CBG001_R005,2024-06-11,2024-06-13,2400000
PDD012301,DP09095,DNO001_R023,2024-06-11,2024-06-14,5100000
PDD012302,DP09096,NTN001_R027,2024-06-11,2024-06-12,1100000
PDD012303,DP09096,KGI002_R009,2024-06-11,2024-06-14,3600000
PDD012304,DP09097,HNO001_R013,2024-06-11,2024-06-14,5400000
PDD012305,DP09097,STG002_R003,2024-06-11,2024-06-15,4800000
PDD012306,DP09098,CBG002_R014,2024-06-11,2024-06-12,1500000
PDD012307,DP09099,BTE001_R018,2024-06-11,2024-06-14,4500000
PDD012308,DP09099,GLI002_R015,2024-06-11,2024-06-13,3000000
PDD012309,DP09100,LAG002_R005,2024-06-11,2024-06-14,3600000
PDD012310,DP09101,BGG003_R015,2024-06-11,2024-06-15,7200000
PDD012311,DP09102,KGI002_R004,2024-06-11,2024-06-12,1200000
PDD012312,DP09103,BKN001_R008,2024-06-11,2024-06-15,7200000
PDD012313,DP09103,DTP001_R032,2024-06-11,2024-06-13,3400000
PDD012314,DP09103,KGI001_R017,2024-06-11,2024-06-13,7000000
PDD012315,DP09104,DNA001_R006,2024-06-11,2024-06-16,9000000
PDD012316,DP09105,HTH001_R032,2024-06-11,2024-06-15,6800000
PDD012317,DP09106,PTU002_R032,2024-06-11,2024-06-13,4000000
PDD012318,DP09107,BGG001_R030,2024-06-11,2024-06-14,6000000
PDD012319,DP09108,YBI002_R024,2024-06-11,2024-06-13,5600000
PDD012320,DP09109,BTE001_R012,2024-06-11,2024-06-12,1800000
PDD012321,DP09110,CTO002_R010,2024-06-11,2024-06-16,7500000
PDD012322,DP09111,DNG003_R007,2024-06-11,2024-06-16,9000000
PDD012323,DP09111,GLI001_R020,2024-06-11,2024-06-14,4500000
PDD012324,DP09112,HGG001_R006,2024-06-11,2024-06-12,1200000
PDD012325,DP09113,AGG003_R036,2024-06-11,2024-06-16,6500000
PDD012326,DP09114,CMU001_R002,2024-06-11,2024-06-13,2400000
PDD012327,DP09114,TTH001_R011,2024-06-11,2024-06-14,5400000
PDD012328,DP09115,CMU001_R027,2024-06-11,2024-06-16,11000000
PDD012329,DP09116,YBI002_R026,2024-06-11,2024-06-15,14000000
PDD012330,DP09116,CBG001_R017,2024-06-11,2024-06-15,6800000
PDD012331,DP09117,BRV004_R018,2024-06-11,2024-06-16,9000000
PDD012332,DP09117,NTN002_R017,2024-06-11,2024-06-14,5400000
PDD012333,DP09118,HPG001_R033,2024-06-11,2024-06-16,8500000
PDD012334,DP09118,YBI002_R006,2024-06-11,2024-06-13,2400000
PDD012335,DP09119,CMU002_R002,2024-06-11,2024-06-16,6000000
PDD012336,DP09119,HGG002_R015,2024-06-11,2024-06-13,3000000
PDD012337,DP09120,TVH002_R013,2024-06-11,2024-06-12,1500000
PDD012338,DP09121,BRV004_R025,2024-06-11,2024-06-16,14000000
PDD012339,DP09121,DNA002_R021,2024-06-11,2024-06-12,1500000
PDD012340,DP09122,TTH001_R015,2024-06-11,2024-06-16,7500000
PDD012341,DP09123,QNI001_R006,2024-06-12,2024-06-14,2400000
PDD012342,DP09124,HPG002_R010,2024-06-12,2024-06-17,6000000
PDD012343,DP09125,HYN002_R010,2024-06-12,2024-06-13,3500000
PDD012344,DP09126,BRV004_R024,2024-06-12,2024-06-17,12000000
PDD012345,DP09127,VLO002_R001,2024-06-12,2024-06-14,2400000
PDD012346,DP09128,QTR002_R034,2024-06-12,2024-06-16,8000000
PDD012347,DP09129,HNO005_R007,2024-06-12,2024-06-17,6000000
PDD012348,DP09130,VPC001_R026,2024-06-12,2024-06-16,6800000
PDD012349,DP09131,HNO002_R018,2024-06-12,2024-06-15,5100000
PDD012350,DP09132,DNO002_R003,2024-06-12,2024-06-17,6000000
PDD012351,DP09132,AGG004_R017,2024-06-12,2024-06-16,6000000
PDD012352,DP09133,BGG001_R010,2024-06-12,2024-06-16,4800000
PDD012353,DP09133,LCH002_R020,2024-06-12,2024-06-13,2200000
PDD012354,DP09134,HPG001_R001,2024-06-12,2024-06-13,1200000
PDD012355,DP09134,AGG002_R013,2024-06-12,2024-06-15,5400000
PDD012356,DP09135,GLI001_R012,2024-06-12,2024-06-15,5400000
PDD012357,DP09136,BTE002_R017,2024-06-12,2024-06-13,1700000
PDD012358,DP09137,BNH001_R002,2024-06-12,2024-06-17,6000000
PDD012359,DP09138,HNA002_R011,2024-06-12,2024-06-13,2800000
PDD012360,DP09139,STG001_R013,2024-06-12,2024-06-15,7200000
PDD012361,DP09140,GLI001_R023,2024-06-12,2024-06-15,7200000
PDD012362,DP09141,PYN002_R017,2024-06-12,2024-06-14,3600000
PDD012363,DP09142,BNH002_R007,2024-06-12,2024-06-15,3600000
PDD012364,DP09143,DNO001_R021,2024-06-12,2024-06-17,11000000
PDD012365,DP09144,LCA001_R007,2024-06-12,2024-06-15,5400000
PDD012366,DP09145,HNO001_R014,2024-06-12,2024-06-17,9000000
PDD012367,DP09146,AGG002_R019,2024-06-12,2024-06-14,3000000
PDD012368,DP09147,CMU002_R026,2024-06-12,2024-06-14,4400000
PDD012369,DP09148,KGI002_R030,2024-06-12,2024-06-13,2000000
PDD012370,DP09149,TBG001_R001,2024-06-12,2024-06-15,3600000
PDD012371,DP09150,DNA002_R035,2024-06-12,2024-06-16,4000000
PDD012372,DP09151,HDG002_R012,2024-06-12,2024-06-15,5100000
PDD012373,DP09152,QTR002_R013,2024-06-12,2024-06-15,5400000
PDD012374,DP09153,QNG002_R003,2024-06-12,2024-06-15,3600000
PDD012375,DP09154,BKN001_R017,2024-06-12,2024-06-15,8400000
PDD012376,DP09154,NDH001_R008,2024-06-12,2024-06-17,6000000
PDD012377,DP09154,TNH001_R011,2024-06-12,2024-06-16,7200000
PDD012378,DP09155,HPG002_R027,2024-06-12,2024-06-15,8400000
PDD012379,DP09156,BTN001_R016,2024-06-12,2024-06-17,8500000
PDD012380,DP09157,HYN001_R009,2024-06-12,2024-06-14,3600000
PDD012381,DP09158,NTN002_R008,2024-06-12,2024-06-17,6000000
PDD012382,DP09159,HPG002_R012,2024-06-12,2024-06-16,7200000
PDD012383,DP09159,BNH002_R028,2024-06-12,2024-06-13,2800000
PDD012384,DP09160,TTH001_R016,2024-06-12,2024-06-16,9600000
PDD012385,DP09161,QNG001_R016,2024-06-12,2024-06-17,9000000
PDD012386,DP09162,LCI001_R006,2024-06-12,2024-06-16,4800000
PDD012387,DP09162,HPG002_R040,2024-06-12,2024-06-15,3000000
PDD012388,DP09162,HNO004_R005,2024-06-12,2024-06-16,7200000
PDD012389,DP09163,BNH001_R019,2024-06-12,2024-06-16,14000000
PDD012390,DP09164,VLO002_R030,2024-06-12,2024-06-16,8000000
PDD012391,DP09165,YBI002_R025,2024-06-12,2024-06-14,5600000
PDD012392,DP09166,TNH002_R018,2024-06-12,2024-06-16,11200000
PDD012393,DP09167,HNA001_R007,2024-06-12,2024-06-17,9000000
PDD012394,DP09168,HPG001_R027,2024-06-12,2024-06-17,17500000
PDD012395,DP09168,KTM001_R006,2024-06-12,2024-06-15,5400000
PDD012396,DP09169,DTP001_R004,2024-06-12,2024-06-13,1200000
PDD012397,DP09170,HYN002_R012,2024-06-12,2024-06-16,8000000
PDD012398,DP09171,BTN001_R008,2024-06-12,2024-06-15,5400000
PDD012399,DP09171,HPG001_R016,2024-06-12,2024-06-13,1800000
PDD012400,DP09172,BNH002_R004,2024-06-12,2024-06-13,1200000
PDD012401,DP09172,YBI002_R015,2024-06-12,2024-06-14,3600000
PDD012402,DP09173,BTN001_R014,2024-06-12,2024-06-17,11000000
PDD012403,DP09174,AGG003_R001,2024-06-12,2024-06-17,6000000
PDD012404,DP09175,TVH002_R021,2024-06-12,2024-06-16,6800000
PDD012405,DP09176,HYN002_R013,2024-06-12,2024-06-13,1700000
PDD012406,DP09177,HDG001_R008,2024-06-12,2024-06-14,5600000
PDD012407,DP09177,NDH001_R020,2024-06-12,2024-06-16,8800000
PDD012408,DP09177,HGG001_R020,2024-06-12,2024-06-14,3000000
PDD012409,DP09178,DNA002_R015,2024-06-12,2024-06-17,9000000
PDD012410,DP09179,HGG001_R021,2024-06-13,2024-06-16,4500000
PDD012411,DP09179,HNO004_R004,2024-06-13,2024-06-17,7200000
PDD012412,DP09180,LAG002_R007,2024-06-13,2024-06-15,2400000
PDD012413,DP09181,NTN001_R023,2024-06-13,2024-06-18,8500000
PDD012414,DP09182,TNI001_R007,2024-06-13,2024-06-15,2400000
PDD012415,DP09183,KTM002_R010,2024-06-13,2024-06-16,4500000
PDD012416,DP09183,KTM001_R010,2024-06-13,2024-06-18,7500000
PDD012417,DP09184,BGG001_R007,2024-06-13,2024-06-14,1200000
PDD012418,DP09184,HBI002_R019,2024-06-13,2024-06-14,3500000
PDD012419,DP09185,VLO002_R007,2024-06-13,2024-06-17,4800000
PDD012420,DP09186,DLK002_R036,2024-06-13,2024-06-17,5200000
PDD012421,DP09187,QBI001_R019,2024-06-13,2024-06-15,3600000
PDD012422,DP09188,BGG002_R008,2024-06-13,2024-06-18,6000000
PDD012423,DP09188,DNG002_R021,2024-06-13,2024-06-18,10000000
PDD012424,DP09188,QBI001_R028,2024-06-13,2024-06-16,8400000
PDD012425,DP09189,LCI001_R026,2024-06-13,2024-06-18,12000000
PDD012426,DP09190,GLI001_R005,2024-06-13,2024-06-15,2400000
PDD012427,DP09190,HGG002_R023,2024-06-13,2024-06-16,6000000
PDD012428,DP09191,BRV002_R010,2024-06-13,2024-06-18,9000000
PDD012429,DP09192,BDH001_R022,2024-06-13,2024-06-18,8500000
PDD012430,DP09193,BGG001_R032,2024-06-13,2024-06-18,8500000
PDD012431,DP09194,KGI001_R009,2024-06-13,2024-06-17,7200000
PDD012432,DP09195,BTN002_R003,2024-06-13,2024-06-15,2400000
PDD012433,DP09196,LCH002_R006,2024-06-13,2024-06-14,1200000
PDD012434,DP09197,QTR002_R015,2024-06-13,2024-06-16,5400000
PDD012435,DP09197,CMU001_R013,2024-06-13,2024-06-14,1800000
PDD012436,DP09198,TBI001_R008,2024-06-13,2024-06-18,9000000
PDD012437,DP09199,VLO002_R034,2024-06-13,2024-06-14,1700000
PDD012438,DP09200,LCI002_R008,2024-06-13,2024-06-18,9000000
PDD012439,DP09200,DLK002_R002,2024-06-13,2024-06-17,4800000
PDD012440,DP09201,CTO001_R013,2024-06-13,2024-06-17,7200000
PDD012441,DP09201,BDG001_R015,2024-06-13,2024-06-14,1800000
PDD012442,DP09202,CMU001_R019,2024-06-13,2024-06-18,7500000
PDD012443,DP09202,PYN001_R002,2024-06-13,2024-06-15,2400000
PDD012444,DP09203,HNO001_R008,2024-06-13,2024-06-15,2400000
PDD012445,DP09204,HTH001_R011,2024-06-13,2024-06-18,9000000
PDD012446,DP09205,BTN001_R009,2024-06-13,2024-06-18,7500000
PDD012447,DP09205,LDO001_R005,2024-06-13,2024-06-18,6000000
PDD012448,DP09206,NTN001_R003,2024-06-13,2024-06-16,3600000
PDD012449,DP09207,PYN001_R006,2024-06-13,2024-06-14,1500000
PDD012450,DP09208,HPG002_R034,2024-06-13,2024-06-17,8000000
PDD012451,DP09208,BGG003_R025,2024-06-13,2024-06-18,14000000
PDD012452,DP09209,LCH001_R010,2024-06-13,2024-06-17,7200000
PDD012453,DP09210,NTN001_R013,2024-06-13,2024-06-16,5400000
PDD012454,DP09211,BRV004_R032,2024-06-13,2024-06-14,2000000
PDD012455,DP09212,LDO002_R004,2024-06-13,2024-06-14,1200000
PDD012456,DP09213,QNI001_R010,2024-06-13,2024-06-17,7200000
PDD012457,DP09214,BGG002_R022,2024-06-13,2024-06-14,2400000
PDD012458,DP09215,BGG002_R026,2024-06-13,2024-06-18,17500000
PDD012459,DP09216,DTP001_R035,2024-06-13,2024-06-18,5500000
PDD012460,DP09217,DBI002_R021,2024-06-13,2024-06-14,2200000
PDD012461,DP09218,CMU001_R016,2024-06-13,2024-06-18,7500000
PDD012462,DP09219,DTP002_R007,2024-06-13,2024-06-14,2200000
PDD012463,DP09220,KGI001_R018,2024-06-13,2024-06-18,11000000
PDD012464,DP09221,PYN002_R033,2024-06-13,2024-06-17,8000000
PDD012465,DP09222,BDH001_R001,2024-06-13,2024-06-14,1200000
PDD012466,DP09223,PTU002_R008,2024-06-13,2024-06-14,1200000
PDD012467,DP09224,DLK002_R013,2024-06-13,2024-06-17,7200000
PDD012468,DP09225,DNG001_R009,2024-06-13,2024-06-14,1500000
PDD012469,DP09226,NBH002_R020,2024-06-13,2024-06-15,4400000
PDD012470,DP09227,HBI001_R004,2024-06-13,2024-06-15,2400000
PDD012471,DP09228,CMU002_R023,2024-06-13,2024-06-18,14000000
PDD012472,DP09228,LCI001_R037,2024-06-13,2024-06-16,5100000
