MaSuDungDichVu,MaDichVu,MaPhongDuocDat,ThoiGian,SoLuong,ThanhTien
SDV030154,SVC012,PDD012030,2024-06-08,3,1500000
SDV030155,SVC001,PDD011842,2024-06-08,1,300000
SDV030156,SVC006,PDD011836,2024-06-08,1,300000
SDV030157,SVC020,PDD012035,2024-06-08,1,0
SDV030158,SVC021,PDD011850,2024-06-08,2,0
SDV030159,SVC011,PDD011850,2024-06-08,3,1050000
SDV030160,SVC024,PDD012034,2024-06-08,2,200000
SDV030161,SVC016,PDD012019,2024-06-08,3,60000
SDV030162,SVC016,PDD012038,2024-06-08,3,60000
SDV030163,SVC003,PDD012037,2024-06-08,1,0
SDV030164,SVC002,PDD012115,2024-06-09,2,240000
SDV030165,SVC019,PDD011940,2024-06-09,3,300000
SDV030166,SVC020,PDD012123,2024-06-09,1,0
SDV030167,SVC003,PDD012175,2024-06-09,2,0
SDV030168,SVC006,PDD011940,2024-06-09,1,300000
SDV030169,SVC014,PDD012125,2024-06-09,2,6000000
SDV030170,SVC025,PDD012125,2024-06-09,1,250000
SDV030171,SVC018,PDD012170,2024-06-09,2,4000000
SDV030172,SVC016,PDD011950,2024-06-09,2,40000
SDV030173,SVC004,PDD012163,2024-06-09,1,1200000
SDV030174,SVC013,PDD012171,2024-06-09,1,150000
SDV030175,SVC007,PDD011992,2024-06-09,1,200000
SDV030176,SVC005,PDD012161,2024-06-09,3,2400000
SDV030177,SVC008,PDD011993,2024-06-09,1,0
SDV030178,SVC010,PDD012161,2024-06-09,3,600000
SDV030179,SVC001,PDD012160,2024-06-09,2,600000
SDV030180,SVC007,PDD012183,2024-06-09,2,400000
SDV030181,SVC003,PDD012174,2024-06-09,1,0
SDV030182,SVC018,PDD012163,2024-06-09,2,4000000
SDV030183,SVC020,PDD012122,2024-06-09,3,0
SDV030184,SVC020,PDD012122,2024-06-09,1,0
SDV030185,SVC024,PDD012115,2024-06-09,1,100000
SDV030186,SVC001,PDD012176,2024-06-09,1,300000
SDV030187,SVC025,PDD012115,2024-06-09,2,500000
SDV030188,SVC014,PDD012178,2024-06-09,3,9000000
SDV030189,SVC021,PDD012168,2024-06-09,3,0
SDV030190,SVC009,PDD012117,2024-06-09,3,0
SDV030191,SVC004,PDD012179,2024-06-09,1,1200000
SDV030192,SVC009,PDD012183,2024-06-09,3,0
SDV030193,SVC025,PDD012163,2024-06-09,1,250000
SDV030194,SVC020,PDD012176,2024-06-09,1,0
SDV030195,SVC017,PDD012176,2024-06-09,1,500000
SDV030196,SVC021,PDD011989,2024-06-09,1,0
SDV030197,SVC005,PDD012163,2024-06-09,3,2400000
SDV030198,SVC013,PDD011933,2024-06-09,3,450000
SDV030199,SVC012,PDD012127,2024-06-09,2,1000000
SDV030200,SVC025,PDD012119,2024-06-09,2,500000
SDV030201,SVC025,PDD011933,2024-06-09,2,500000
SDV030202,SVC021,PDD012121,2024-06-09,3,0
SDV030203,SVC025,PDD012121,2024-06-09,2,500000
SDV030204,SVC010,PDD011929,2024-06-09,3,600000
SDV030205,SVC016,PDD012117,2024-06-09,3,60000
SDV030206,SVC003,PDD011951,2024-06-09,1,0
SDV030207,SVC007,PDD012149,2024-06-09,1,200000
SDV030208,SVC010,PDD012160,2024-06-09,2,400000
SDV030209,SVC001,PDD012188,2024-06-09,2,600000
SDV030210,SVC004,PDD012111,2024-06-09,1,1200000
SDV030211,SVC005,PDD012189,2024-06-09,3,2400000
SDV030212,SVC017,PDD011966,2024-06-09,1,500000
SDV030213,SVC016,PDD012139,2024-06-09,3,60000
SDV030214,SVC006,PDD011974,2024-06-09,2,600000
SDV030215,SVC020,PDD012192,2024-06-09,3,0
SDV030216,SVC018,PDD012150,2024-06-09,3,6000000
SDV030217,SVC017,PDD012150,2024-06-09,2,1000000
SDV030218,SVC025,PDD012194,2024-06-09,2,500000
SDV030219,SVC023,PDD012142,2024-06-09,3,900000
SDV030220,SVC021,PDD011960,2024-06-09,3,0
SDV030221,SVC020,PDD012150,2024-06-09,2,0
SDV030222,SVC018,PDD011970,2024-06-09,1,2000000
SDV030223,SVC021,PDD011970,2024-06-09,1,0
SDV030224,SVC023,PDD011970,2024-06-09,1,300000
SDV030225,SVC010,PDD012150,2024-06-09,2,400000
SDV030226,SVC022,PDD012193,2024-06-09,1,0
SDV030227,SVC011,PDD012194,2024-06-09,3,1050000
SDV030228,SVC014,PDD012148,2024-06-09,3,9000000
SDV030229,SVC017,PDD012148,2024-06-09,2,1000000
SDV030230,SVC004,PDD012148,2024-06-09,3,3600000
SDV030231,SVC011,PDD012148,2024-06-09,2,700000
SDV030232,SVC014,PDD012148,2024-06-09,3,9000000
SDV030233,SVC019,PDD012150,2024-06-09,3,300000
SDV030234,SVC024,PDD012137,2024-06-09,1,100000
SDV030235,SVC005,PDD012153,2024-06-09,1,800000
SDV030236,SVC005,PDD012187,2024-06-09,2,1600000
SDV030237,SVC014,PDD012194,2024-06-09,3,9000000
SDV030238,SVC004,PDD012129,2024-06-09,1,1200000
SDV030239,SVC022,PDD011951,2024-06-09,1,0
SDV030240,SVC001,PDD012159,2024-06-09,1,300000
SDV030241,SVC016,PDD012159,2024-06-09,1,20000
SDV030242,SVC015,PDD012184,2024-06-09,1,0
SDV030243,SVC018,PDD011956,2024-06-09,1,2000000
SDV030244,SVC004,PDD012185,2024-06-09,2,2400000
SDV030245,SVC005,PDD012157,2024-06-09,1,800000
SDV030246,SVC020,PDD012156,2024-06-09,1,0
SDV030247,SVC012,PDD012156,2024-06-09,1,500000
SDV030248,SVC012,PDD012156,2024-06-09,1,500000
SDV030249,SVC009,PDD012156,2024-06-09,1,0
SDV030250,SVC019,PDD012133,2024-06-09,3,300000
SDV030251,SVC014,PDD011977,2024-06-09,1,3000000
SDV030252,SVC009,PDD012156,2024-06-09,2,0
SDV030253,SVC010,PDD011960,2024-06-09,2,400000
SDV030254,SVC011,PDD012185,2024-06-09,1,350000
SDV030255,SVC005,PDD012136,2024-06-09,1,800000
SDV030256,SVC019,PDD012137,2024-06-09,1,100000
SDV030257,SVC016,PDD012185,2024-06-09,1,20000
SDV030258,SVC018,PDD012187,2024-06-09,2,4000000
SDV030259,SVC004,PDD012137,2024-06-09,3,3600000
SDV030260,SVC004,PDD012137,2024-06-09,3,3600000
SDV030261,SVC004,PDD012137,2024-06-09,3,3600000
SDV030262,SVC005,PDD011981,2024-06-09,2,1600000
SDV030263,SVC005,PDD012183,2024-06-09,2,1600000
SDV030264,SVC025,PDD012039,2024-06-09,1,250000
SDV030265,SVC025,PDD012110,2024-06-09,3,750000
SDV030266,SVC020,PDD012073,2024-06-09,1,0
SDV030267,SVC023,PDD012174,2024-06-09,2,600000
SDV030268,SVC021,PDD012074,2024-06-09,2,0
SDV030269,SVC019,PDD012075,2024-06-09,3,300000
SDV030270,SVC010,PDD012075,2024-06-09,3,600000
SDV030271,SVC021,PDD012075,2024-06-09,3,0
SDV030272,SVC001,PDD012075,2024-06-09,2,600000
SDV030273,SVC004,PDD012110,2024-06-09,2,2400000
SDV030274,SVC022,PDD011868,2024-06-09,3,0
SDV030275,SVC002,PDD012013,2024-06-09,1,120000
SDV030276,SVC005,PDD012079,2024-06-09,3,2400000
SDV030277,SVC020,PDD011868,2024-06-09,2,0
SDV030278,SVC006,PDD012082,2024-06-09,1,300000
SDV030279,SVC015,PDD012011,2024-06-09,3,0
SDV030280,SVC024,PDD012082,2024-06-09,3,300000
SDV030281,SVC005,PDD012085,2024-06-09,3,2400000
SDV030282,SVC014,PDD012011,2024-06-09,1,3000000
SDV030283,SVC008,PDD012010,2024-06-09,2,0
SDV030284,SVC020,PDD012089,2024-06-09,1,0
SDV030285,SVC022,PDD012089,2024-06-09,3,0
SDV030286,SVC007,PDD011883,2024-06-09,2,400000
SDV030287,SVC010,PDD012071,2024-06-09,2,400000
SDV030288,SVC025,PDD011883,2024-06-09,2,500000
SDV030289,SVC006,PDD012070,2024-06-09,2,600000
SDV030290,SVC013,PDD012069,2024-06-09,2,300000
SDV030291,SVC008,PDD012037,2024-06-09,1,0
SDV030292,SVC023,PDD012046,2024-06-09,3,900000
SDV030293,SVC015,PDD012035,2024-06-09,3,0
SDV030294,SVC014,PDD012035,2024-06-09,2,6000000
SDV030295,SVC015,PDD012034,2024-06-09,2,0
SDV030296,SVC018,PDD012051,2024-06-09,2,4000000
SDV030297,SVC006,PDD012051,2024-06-09,1,300000
SDV030298,SVC007,PDD012055,2024-06-09,1,200000
SDV030299,SVC013,PDD012056,2024-06-09,2,300000
SDV030300,SVC004,PDD012056,2024-06-09,1,1200000
SDV030301,SVC024,PDD012027,2024-06-09,3,300000
SDV030302,SVC016,PDD012056,2024-06-09,3,60000
SDV030303,SVC015,PDD012024,2024-06-09,2,0
SDV030304,SVC015,PDD012022,2024-06-09,1,0
SDV030305,SVC023,PDD012021,2024-06-09,1,300000
SDV030306,SVC004,PDD012063,2024-06-09,2,2400000
SDV030307,SVC020,PDD012063,2024-06-09,2,0
SDV030308,SVC005,PDD012063,2024-06-09,1,800000
SDV030309,SVC012,PDD012021,2024-06-09,1,500000
SDV030310,SVC008,PDD012067,2024-06-09,2,0
SDV030311,SVC007,PDD012068,2024-06-09,1,200000
SDV030312,SVC023,PDD012070,2024-06-09,3,900000
SDV030313,SVC014,PDD011885,2024-06-09,2,6000000
SDV030314,SVC004,PDD012076,2024-06-09,1,1200000
SDV030315,SVC013,PDD012005,2024-06-09,2,300000
SDV030316,SVC022,PDD012105,2024-06-09,1,0
SDV030317,SVC006,PDD012105,2024-06-09,2,600000
SDV030318,SVC024,PDD012105,2024-06-09,2,200000
SDV030319,SVC018,PDD011909,2024-06-09,3,6000000
SDV030320,SVC003,PDD012103,2024-06-09,3,0
SDV030321,SVC023,PDD011909,2024-06-09,2,600000
SDV030322,SVC009,PDD011900,2024-06-09,2,0
SDV030323,SVC014,PDD011900,2024-06-09,2,6000000
SDV030324,SVC010,PDD012099,2024-06-09,2,400000
SDV030325,SVC009,PDD012097,2024-06-09,3,0
SDV030326,SVC001,PDD012096,2024-06-09,2,600000
SDV030327,SVC021,PDD012095,2024-06-09,3,0
SDV030328,SVC017,PDD012100,2024-06-09,2,1000000
SDV030329,SVC022,PDD012174,2024-06-09,3,0
SDV030330,SVC021,PDD012232,2024-06-10,1,0
SDV030331,SVC012,PDD012208,2024-06-10,3,1500000
SDV030332,SVC001,PDD012207,2024-06-10,1,300000
SDV030333,SVC005,PDD012260,2024-06-10,2,1600000
SDV030334,SVC011,PDD012219,2024-06-10,1,350000
SDV030335,SVC011,PDD012261,2024-06-10,1,350000
SDV030336,SVC013,PDD012184,2024-06-10,2,300000
SDV030337,SVC006,PDD012261,2024-06-10,2,600000
SDV030338,SVC016,PDD012262,2024-06-10,1,20000
SDV030339,SVC008,PDD012262,2024-06-10,2,0
SDV030340,SVC004,PDD012270,2024-06-10,1,1200000
SDV030341,SVC008,PDD012231,2024-06-10,1,0
SDV030342,SVC003,PDD012247,2024-06-10,2,0
SDV030343,SVC023,PDD012264,2024-06-10,3,900000
SDV030344,SVC014,PDD012212,2024-06-10,1,3000000
SDV030345,SVC023,PDD012246,2024-06-10,3,900000
SDV030346,SVC018,PDD012187,2024-06-10,2,4000000
SDV030347,SVC020,PDD012212,2024-06-10,1,0
SDV030348,SVC021,PDD012245,2024-06-10,3,0
SDV030349,SVC021,PDD012245,2024-06-10,3,0
SDV030350,SVC007,PDD012188,2024-06-10,2,400000
SDV030351,SVC013,PDD012248,2024-06-10,3,450000
SDV030352,SVC020,PDD012183,2024-06-10,3,0
SDV030353,SVC016,PDD012248,2024-06-10,1,20000
SDV030354,SVC024,PDD012214,2024-06-10,2,200000
SDV030355,SVC008,PDD012253,2024-06-10,2,0
SDV030356,SVC008,PDD012174,2024-06-10,2,0
SDV030357,SVC017,PDD012217,2024-06-10,1,500000
SDV030358,SVC012,PDD012174,2024-06-10,2,1000000
SDV030359,SVC008,PDD012258,2024-06-10,1,0
SDV030360,SVC002,PDD012259,2024-06-10,2,240000
SDV030361,SVC003,PDD012259,2024-06-10,3,0
SDV030362,SVC008,PDD012251,2024-06-10,1,0
SDV030363,SVC017,PDD012218,2024-06-10,3,1500000
SDV030364,SVC003,PDD012217,2024-06-10,2,0
SDV030365,SVC025,PDD012230,2024-06-10,1,250000
SDV030366,SVC024,PDD012177,2024-06-10,2,200000
SDV030367,SVC024,PDD012248,2024-06-10,3,300000
SDV030368,SVC023,PDD012178,2024-06-10,2,600000
SDV030369,SVC011,PDD012248,2024-06-10,3,1050000
SDV030370,SVC018,PDD012179,2024-06-10,1,2000000
SDV030371,SVC001,PDD012180,2024-06-10,1,300000
SDV030372,SVC011,PDD012219,2024-06-10,1,350000
SDV030373,SVC014,PDD012248,2024-06-10,3,9000000
SDV030374,SVC013,PDD012216,2024-06-10,1,150000
SDV030375,SVC011,PDD012270,2024-06-10,1,350000
SDV030376,SVC022,PDD012215,2024-06-10,3,0
SDV030377,SVC013,PDD012178,2024-06-10,3,450000
SDV030378,SVC007,PDD012211,2024-06-10,3,600000
SDV030379,SVC003,PDD012204,2024-06-10,2,0
SDV030380,SVC009,PDD012230,2024-06-10,2,0
SDV030381,SVC023,PDD012222,2024-06-10,3,900000
SDV030382,SVC021,PDD012196,2024-06-10,2,0
SDV030383,SVC002,PDD012223,2024-06-10,1,120000
SDV030384,SVC015,PDD012223,2024-06-10,1,0
SDV030385,SVC005,PDD012206,2024-06-10,2,1600000
SDV030386,SVC008,PDD012196,2024-06-10,1,0
SDV030387,SVC010,PDD012202,2024-06-10,1,200000
SDV030388,SVC011,PDD012269,2024-06-10,2,700000
SDV030389,SVC021,PDD012227,2024-06-10,3,0
SDV030390,SVC004,PDD012242,2024-06-10,3,3600000
SDV030391,SVC002,PDD012196,2024-06-10,1,120000
SDV030392,SVC012,PDD012240,2024-06-10,2,1000000
SDV030393,SVC022,PDD012227,2024-06-10,1,0
SDV030394,SVC021,PDD012228,2024-06-10,2,0
SDV030395,SVC024,PDD012208,2024-06-10,1,100000
SDV030396,SVC021,PDD012204,2024-06-10,3,0
SDV030397,SVC022,PDD012229,2024-06-10,3,0
SDV030398,SVC019,PDD012204,2024-06-10,2,200000
SDV030399,SVC017,PDD012238,2024-06-10,1,500000
SDV030400,SVC009,PDD012234,2024-06-10,3,0
SDV030401,SVC021,PDD012204,2024-06-10,1,0
SDV030402,SVC012,PDD012204,2024-06-10,3,1500000
SDV030403,SVC011,PDD012238,2024-06-10,3,1050000
SDV030404,SVC002,PDD012229,2024-06-10,1,120000
SDV030405,SVC008,PDD012196,2024-06-10,3,0
SDV030406,SVC021,PDD012269,2024-06-10,3,0
SDV030407,SVC007,PDD012192,2024-06-10,1,200000
SDV030408,SVC016,PDD012245,2024-06-10,1,20000
SDV030409,SVC007,PDD012230,2024-06-10,3,600000
SDV030410,SVC014,PDD012265,2024-06-10,3,9000000
SDV030411,SVC003,PDD012244,2024-06-10,1,0
SDV030412,SVC010,PDD012233,2024-06-10,2,400000
SDV030413,SVC020,PDD012243,2024-06-10,1,0
SDV030414,SVC022,PDD012243,2024-06-10,1,0
SDV030415,SVC020,PDD012220,2024-06-10,2,0
SDV030416,SVC021,PDD012221,2024-06-10,1,0
SDV030417,SVC006,PDD012222,2024-06-10,1,300000
SDV030418,SVC002,PDD012243,2024-06-10,3,360000
SDV030419,SVC004,PDD012243,2024-06-10,3,3600000
SDV030420,SVC007,PDD012243,2024-06-10,3,600000
SDV030421,SVC016,PDD012194,2024-06-10,3,60000
SDV030422,SVC014,PDD012222,2024-06-10,3,9000000
SDV030423,SVC011,PDD012194,2024-06-10,1,350000
SDV030424,SVC023,PDD012209,2024-06-10,1,300000
SDV030425,SVC012,PDD012242,2024-06-10,1,500000
SDV030426,SVC005,PDD012267,2024-06-10,2,1600000
SDV030427,SVC001,PDD012222,2024-06-10,3,900000
SDV030428,SVC022,PDD012233,2024-06-10,1,0
SDV030429,SVC002,PDD012209,2024-06-10,1,120000
SDV030430,SVC024,PDD012191,2024-06-10,1,100000
SDV030431,SVC004,PDD012245,2024-06-10,2,2400000
SDV030432,SVC016,PDD012073,2024-06-10,2,40000
SDV030433,SVC016,PDD012024,2024-06-10,2,40000
SDV030434,SVC007,PDD012097,2024-06-10,3,600000
SDV030435,SVC008,PDD012097,2024-06-10,2,0
SDV030436,SVC018,PDD012099,2024-06-10,1,2000000
SDV030437,SVC002,PDD012018,2024-06-10,1,120000
SDV030438,SVC008,PDD012015,2024-06-10,2,0
SDV030439,SVC013,PDD012005,2024-06-10,3,450000
SDV030440,SVC008,PDD012106,2024-06-10,3,0
SDV030441,SVC021,PDD012109,2024-06-10,3,0
SDV030442,SVC001,PDD011991,2024-06-10,1,300000
SDV030443,SVC024,PDD012113,2024-06-10,1,100000
SDV030444,SVC010,PDD012113,2024-06-10,3,600000
SDV030445,SVC015,PDD012113,2024-06-10,2,0
SDV030446,SVC023,PDD012116,2024-06-10,3,900000
SDV030447,SVC019,PDD012117,2024-06-10,1,100000
SDV030448,SVC020,PDD012117,2024-06-10,3,0
SDV030449,SVC006,PDD012119,2024-06-10,2,600000
SDV030450,SVC004,PDD012134,2024-06-10,1,1200000
SDV030451,SVC009,PDD012139,2024-06-10,3,0
SDV030452,SVC020,PDD012027,2024-06-10,2,0
SDV030453,SVC014,PDD012095,2024-06-10,3,9000000
SDV030454,SVC004,PDD012093,2024-06-10,1,1200000
SDV030455,SVC014,PDD012093,2024-06-10,1,3000000
SDV030456,SVC003,PDD012061,2024-06-10,2,0
SDV030457,SVC024,PDD012067,2024-06-10,3,300000
SDV030458,SVC020,PDD012068,2024-06-10,2,0
SDV030459,SVC025,PDD012069,2024-06-10,3,750000
SDV030460,SVC010,PDD012070,2024-06-10,2,400000
SDV030461,SVC013,PDD012070,2024-06-10,2,300000
SDV030462,SVC024,PDD012061,2024-06-10,1,100000
SDV030463,SVC024,PDD012055,2024-06-10,1,100000
SDV030464,SVC014,PDD012077,2024-06-10,3,9000000
SDV030465,SVC023,PDD012139,2024-06-10,2,600000
SDV030466,SVC022,PDD012047,2024-06-10,3,0
SDV030467,SVC014,PDD012085,2024-06-10,2,6000000
SDV030468,SVC018,PDD012046,2024-06-10,1,2000000
SDV030469,SVC022,PDD012085,2024-06-10,2,0
SDV030470,SVC018,PDD012042,2024-06-10,2,4000000
SDV030471,SVC020,PDD012092,2024-06-10,3,0
SDV030472,SVC006,PDD012092,2024-06-10,3,900000
SDV030473,SVC012,PDD012037,2024-06-10,1,500000
SDV030474,SVC021,PDD012036,2024-06-10,2,0
SDV030475,SVC009,PDD012036,2024-06-10,1,0
SDV030476,SVC004,PDD012082,2024-06-10,3,3600000
SDV030477,SVC024,PDD012142,2024-06-10,3,300000
SDV030478,SVC024,PDD012067,2024-06-10,2,200000
SDV030479,SVC006,PDD012151,2024-06-10,2,600000
SDV030480,SVC022,PDD012165,2024-06-10,2,0
SDV030481,SVC019,PDD012155,2024-06-10,3,300000
SDV030482,SVC002,PDD012164,2024-06-10,1,120000
SDV030483,SVC017,PDD012160,2024-06-10,2,1000000
SDV030484,SVC005,PDD012168,2024-06-10,2,1600000
SDV030485,SVC007,PDD012160,2024-06-10,1,200000
SDV030486,SVC017,PDD012149,2024-06-10,2,1000000
SDV030487,SVC007,PDD012151,2024-06-10,1,200000
SDV030488,SVC021,PDD012144,2024-06-10,1,0
SDV030489,SVC009,PDD011977,2024-06-10,3,0
SDV030490,SVC018,PDD012149,2024-06-10,3,6000000
SDV030491,SVC016,PDD012159,2024-06-10,3,60000
SDV030492,SVC013,PDD012170,2024-06-10,2,300000
SDV030493,SVC009,PDD012332,2024-06-11,3,0
SDV030494,SVC008,PDD012257,2024-06-11,1,0
SDV030495,SVC025,PDD012313,2024-06-11,2,500000
SDV030496,SVC021,PDD012303,2024-06-11,1,0
SDV030497,SVC002,PDD012302,2024-06-11,1,120000
SDV030498,SVC019,PDD012334,2024-06-11,3,300000
SDV030499,SVC005,PDD012300,2024-06-11,3,2400000
SDV030500,SVC023,PDD012313,2024-06-11,3,900000
SDV030501,SVC011,PDD012259,2024-06-11,1,350000
SDV030502,SVC005,PDD012300,2024-06-11,2,1600000
SDV030503,SVC011,PDD012264,2024-06-11,1,350000
SDV030504,SVC017,PDD012263,2024-06-11,3,1500000
SDV030505,SVC023,PDD012260,2024-06-11,2,600000
SDV030506,SVC001,PDD012254,2024-06-11,1,300000
SDV030507,SVC018,PDD012334,2024-06-11,1,2000000
SDV030508,SVC011,PDD012024,2024-06-11,2,700000
SDV030509,SVC009,PDD012022,2024-06-11,2,0
SDV030510,SVC006,PDD012334,2024-06-11,1,300000
SDV030511,SVC007,PDD012334,2024-06-11,3,600000
SDV030512,SVC002,PDD012260,2024-06-11,2,240000
SDV030513,SVC004,PDD012027,2024-06-11,2,2400000
SDV030514,SVC019,PDD012317,2024-06-11,3,300000
SDV030515,SVC002,PDD012312,2024-06-11,3,360000
SDV030516,SVC022,PDD012063,2024-06-11,2,0
SDV030517,SVC006,PDD012339,2024-06-11,1,300000
SDV030518,SVC001,PDD012339,2024-06-11,3,900000
SDV030519,SVC010,PDD012306,2024-06-11,2,400000
SDV030520,SVC014,PDD012306,2024-06-11,1,3000000
SDV030521,SVC021,PDD012306,2024-06-11,1,0
SDV030522,SVC021,PDD012307,2024-06-11,3,0
SDV030523,SVC024,PDD012338,2024-06-11,2,200000
SDV030524,SVC020,PDD012337,2024-06-11,2,0
SDV030525,SVC010,PDD012305,2024-06-11,2,400000
SDV030526,SVC004,PDD012055,2024-06-11,2,2400000
SDV030527,SVC013,PDD012308,2024-06-11,1,150000
SDV030528,SVC015,PDD012310,2024-06-11,3,0
SDV030529,SVC023,PDD012046,2024-06-11,3,900000
SDV030530,SVC015,PDD012046,2024-06-11,1,0
SDV030531,SVC012,PDD012337,2024-06-11,3,1500000
SDV030532,SVC008,PDD012250,2024-06-11,1,0
SDV030533,SVC001,PDD012311,2024-06-11,1,300000
SDV030534,SVC012,PDD012250,2024-06-11,2,1000000
SDV030535,SVC005,PDD012251,2024-06-11,3,2400000
SDV030536,SVC008,PDD012251,2024-06-11,2,0
SDV030537,SVC015,PDD012311,2024-06-11,1,0
SDV030538,SVC001,PDD012304,2024-06-11,3,900000
SDV030539,SVC006,PDD012337,2024-06-11,3,900000
SDV030540,SVC002,PDD012337,2024-06-11,1,120000
SDV030541,SVC021,PDD012253,2024-06-11,3,0
SDV030542,SVC014,PDD012299,2024-06-11,1,3000000
SDV030543,SVC005,PDD012303,2024-06-11,3,2400000
SDV030544,SVC006,PDD012020,2024-06-11,3,900000
SDV030545,SVC023,PDD012267,2024-06-11,1,300000
SDV030546,SVC023,PDD012299,2024-06-11,1,300000
SDV030547,SVC024,PDD012279,2024-06-11,3,300000
SDV030548,SVC018,PDD012280,2024-06-11,2,4000000
SDV030549,SVC001,PDD012280,2024-06-11,2,600000
SDV030550,SVC024,PDD012280,2024-06-11,3,300000
SDV030551,SVC024,PDD012280,2024-06-11,1,100000
SDV030552,SVC014,PDD012280,2024-06-11,2,6000000
SDV030553,SVC018,PDD012323,2024-06-11,3,6000000
SDV030554,SVC007,PDD012323,2024-06-11,1,200000
SDV030555,SVC016,PDD012281,2024-06-11,1,20000
SDV030556,SVC006,PDD012323,2024-06-11,1,300000
SDV030557,SVC001,PDD012283,2024-06-11,1,300000
SDV030558,SVC011,PDD012323,2024-06-11,2,700000
SDV030559,SVC022,PDD012285,2024-06-11,3,0
SDV030560,SVC010,PDD012293,2024-06-11,3,600000
SDV030561,SVC009,PDD012320,2024-06-11,3,0
SDV030562,SVC021,PDD012286,2024-06-11,2,0
SDV030563,SVC008,PDD012286,2024-06-11,3,0
SDV030564,SVC010,PDD012320,2024-06-11,1,200000
SDV030565,SVC011,PDD012320,2024-06-11,2,700000
SDV030566,SVC002,PDD012287,2024-06-11,3,360000
SDV030567,SVC011,PDD012288,2024-06-11,2,700000
SDV030568,SVC005,PDD012288,2024-06-11,2,1600000
SDV030569,SVC025,PDD012288,2024-06-11,3,750000
SDV030570,SVC002,PDD012320,2024-06-11,1,120000
SDV030571,SVC012,PDD012320,2024-06-11,2,1000000
SDV030572,SVC024,PDD012292,2024-06-11,3,300000
SDV030573,SVC002,PDD012293,2024-06-11,3,360000
SDV030574,SVC015,PDD012324,2024-06-11,1,0
SDV030575,SVC004,PDD012267,2024-06-11,2,2400000
SDV030576,SVC001,PDD012279,2024-06-11,3,900000
SDV030577,SVC023,PDD012324,2024-06-11,1,300000
SDV030578,SVC002,PDD012018,2024-06-11,1,120000
SDV030579,SVC012,PDD012268,2024-06-11,3,1500000
SDV030580,SVC008,PDD012331,2024-06-11,2,0
SDV030581,SVC013,PDD012268,2024-06-11,1,150000
SDV030582,SVC012,PDD012268,2024-06-11,2,1000000
SDV030583,SVC016,PDD012329,2024-06-11,3,60000
SDV030584,SVC024,PDD012299,2024-06-11,1,100000
SDV030585,SVC016,PDD012313,2024-06-11,1,20000
SDV030586,SVC005,PDD012314,2024-06-11,1,800000
SDV030587,SVC009,PDD012314,2024-06-11,1,0
SDV030588,SVC025,PDD012327,2024-06-11,3,750000
SDV030589,SVC005,PDD012296,2024-06-11,2,1600000
SDV030590,SVC011,PDD012316,2024-06-11,2,700000
SDV030591,SVC009,PDD012326,2024-06-11,3,0
SDV030592,SVC020,PDD012271,2024-06-11,1,0
SDV030593,SVC019,PDD012271,2024-06-11,2,200000
SDV030594,SVC004,PDD012271,2024-06-11,2,2400000
SDV030595,SVC008,PDD012326,2024-06-11,2,0
SDV030596,SVC023,PDD012296,2024-06-11,1,300000
SDV030597,SVC010,PDD012295,2024-06-11,3,600000
SDV030598,SVC004,PDD012276,2024-06-11,3,3600000
SDV030599,SVC010,PDD012276,2024-06-11,2,400000
SDV030600,SVC012,PDD012245,2024-06-11,1,500000
SDV030601,SVC004,PDD012295,2024-06-11,2,2400000
SDV030602,SVC023,PDD012317,2024-06-11,1,300000
SDV030603,SVC025,PDD012277,2024-06-11,2,500000
SDV030604,SVC022,PDD012277,2024-06-11,1,0
SDV030605,SVC019,PDD012278,2024-06-11,3,300000
SDV030606,SVC009,PDD012276,2024-06-11,3,0
SDV030607,SVC002,PDD012171,2024-06-11,3,360000
SDV030608,SVC024,PDD012340,2024-06-11,3,300000
SDV030609,SVC020,PDD012133,2024-06-11,3,0
SDV030610,SVC021,PDD012133,2024-06-11,1,0
SDV030611,SVC016,PDD012205,2024-06-11,3,60000
SDV030612,SVC004,PDD012132,2024-06-11,3,3600000
SDV030613,SVC009,PDD012130,2024-06-11,3,0
SDV030614,SVC012,PDD012208,2024-06-11,1,500000
SDV030615,SVC018,PDD012208,2024-06-11,3,6000000
SDV030616,SVC002,PDD012208,2024-06-11,1,120000
SDV030617,SVC025,PDD012124,2024-06-11,2,500000
SDV030618,SVC025,PDD012119,2024-06-11,1,250000
SDV030619,SVC009,PDD012211,2024-06-11,1,0
SDV030620,SVC017,PDD012212,2024-06-11,2,1000000
SDV030621,SVC001,PDD012063,2024-06-11,1,300000
SDV030622,SVC019,PDD012212,2024-06-11,3,300000
SDV030623,SVC003,PDD012213,2024-06-11,3,0
SDV030624,SVC009,PDD012215,2024-06-11,3,0
SDV030625,SVC007,PDD012215,2024-06-11,1,200000
SDV030626,SVC013,PDD012218,2024-06-11,2,300000
SDV030627,SVC025,PDD012106,2024-06-11,1,250000
SDV030628,SVC013,PDD012219,2024-06-11,2,300000
SDV030629,SVC012,PDD012219,2024-06-11,1,500000
SDV030630,SVC015,PDD012133,2024-06-11,2,0
SDV030631,SVC006,PDD012133,2024-06-11,3,900000
SDV030632,SVC009,PDD012203,2024-06-11,3,0
SDV030633,SVC017,PDD012203,2024-06-11,1,500000
SDV030634,SVC014,PDD012175,2024-06-11,3,9000000
SDV030635,SVC009,PDD012175,2024-06-11,1,0
