MaDanhGia,MaPhongDuocDat,ThoiGian,DiemDanhGia,NhanXet
DGPDD005261_1,PDD005261,2024-03-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005269_1,PDD005269,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005177_2,PDD005177,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005273_1,PDD005273,2024-03-14,5,Tuyệt vời!
DGPDD005007_2,PDD005007,2024-03-14,2,Không hài lòng lắm.
DGPDD005203_1,PDD005203,2024-03-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005233_1,PDD005233,2024-03-14,5,Tuyệt vời!
DGPDD005277_1,PDD005277,2024-03-14,1,Trải nghiệm tồi tệ.
DGPDD005168_1,PDD005168,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005165_1,PDD005165,2024-03-14,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD005009_2,PDD005009,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005230_1,PDD005230,2024-03-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD004975_1,PDD004975,2024-03-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005145_1,PDD005145,2024-03-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005097_1,PDD005097,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005117_1,PDD005117,2024-03-14,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005313_1,PDD005313,2024-03-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD004914_1,PDD004914,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD004946_1,PDD004946,2024-03-14,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005063_1,PDD005063,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005111_2,PDD005111,2024-03-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005326_1,PDD005326,2024-03-14,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005054_1,PDD005054,2024-03-14,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005348_1,PDD005348,2024-03-14,5,"Rất hài lòng, sẽ quay lại."
DGPDD005055_1,PDD005055,2024-03-14,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005065_1,PDD005065,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005104_2,PDD005104,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005136_2,PDD005136,2024-03-14,5,"Rất hài lòng, sẽ quay lại."
DGPDD005086_2,PDD005086,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005339_1,PDD005339,2024-03-14,2,Không hài lòng lắm.
DGPDD005058_1,PDD005058,2024-03-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005408_1,PDD005408,2024-03-14,5,Dịch vụ hoàn hảo.
DGPDD005047_1,PDD005047,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD004899_1,PDD004899,2024-03-14,5,Dịch vụ hoàn hảo.
DGPDD005412_1,PDD005412,2024-03-14,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005069_1,PDD005069,2024-03-14,5,Dịch vụ hoàn hảo.
DGPDD005033_1,PDD005033,2024-03-14,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005036_1,PDD005036,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005038_2,PDD005038,2024-03-14,5,"Rất hài lòng, sẽ quay lại."
DGPDD004878_2,PDD004878,2024-03-14,1,Trải nghiệm tồi tệ.
DGPDD005128_1,PDD005128,2024-03-14,1,"Rất tệ, không quay lại."
DGPDD005356_1,PDD005356,2024-03-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005303_1,PDD005303,2024-03-14,5,Tuyệt vời!
DGPDD005119_2,PDD005119,2024-03-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005073_1,PDD005073,2024-03-14,1,"Rất tệ, không quay lại."
DGPDD005041_2,PDD005041,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005043_1,PDD005043,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005352_1,PDD005352,2024-03-14,2,Không hài lòng lắm.
DGPDD005304_2,PDD005304,2024-03-14,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005306_1,PDD005306,2024-03-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005308_1,PDD005308,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005311_1,PDD005311,2024-03-14,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005074_1,PDD005074,2024-03-14,2,Không hài lòng lắm.
DGPDD005064_1,PDD005064,2024-03-14,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005328_1,PDD005328,2024-03-15,5,Dịch vụ hoàn hảo.
DGPDD005245_2,PDD005245,2024-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005296_2,PDD005296,2024-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005395_1,PDD005395,2024-03-15,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005229_1,PDD005229,2024-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005391_1,PDD005391,2024-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005222_1,PDD005222,2024-03-15,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005336_1,PDD005336,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005368_1,PDD005368,2024-03-15,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005268_1,PDD005268,2024-03-15,1,Trải nghiệm tồi tệ.
DGPDD005451_1,PDD005451,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005433_1,PDD005433,2024-03-15,5,Tuyệt vời!
DGPDD005295_1,PDD005295,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005294_2,PDD005294,2024-03-15,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD005291_1,PDD005291,2024-03-15,5,Tuyệt vời!
DGPDD005290_2,PDD005290,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005416_1,PDD005416,2024-03-15,5,Tuyệt vời!
DGPDD005278_1,PDD005278,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005313_2,PDD005313,2024-03-15,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005247_1,PDD005247,2024-03-15,1,Trải nghiệm tồi tệ.
DGPDD005276_1,PDD005276,2024-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005468_1,PDD005468,2024-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005317_1,PDD005317,2024-03-15,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005267_1,PDD005267,2024-03-15,5,"Rất hài lòng, sẽ quay lại."
DGPDD005263_1,PDD005263,2024-03-15,5,Dịch vụ hoàn hảo.
DGPDD005439_1,PDD005439,2024-03-15,5,"Rất hài lòng, sẽ quay lại."
DGPDD005255_1,PDD005255,2024-03-15,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005479_1,PDD005479,2024-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005397_1,PDD005397,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005275_1,PDD005275,2024-03-15,5,"Rất hài lòng, sẽ quay lại."
DGPDD005503_1,PDD005503,2024-03-15,5,"Rất hài lòng, sẽ quay lại."
DGPDD005172_1,PDD005172,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005003_2,PDD005003,2024-03-15,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005192_1,PDD005192,2024-03-15,5,Tuyệt vời!
DGPDD005090_1,PDD005090,2024-03-15,5,Tuyệt vời!
DGPDD005189_1,PDD005189,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005093_1,PDD005093,2024-03-15,5,Tuyệt vời!
DGPDD005187_1,PDD005187,2024-03-15,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005184_1,PDD005184,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005183_1,PDD005183,2024-03-15,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005098_1,PDD005098,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD004891_2,PDD004891,2024-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005105_1,PDD005105,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005112_1,PDD005112,2024-03-15,5,"Rất hài lòng, sẽ quay lại."
DGPDD005115_2,PDD005115,2024-03-15,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005121_1,PDD005121,2024-03-15,2,Không hài lòng lắm.
DGPDD005169_1,PDD005169,2024-03-15,5,"Rất hài lòng, sẽ quay lại."
DGPDD004899_2,PDD004899,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005066_1,PDD005066,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005046_1,PDD005046,2024-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005127_1,PDD005127,2024-03-15,5,"Rất hài lòng, sẽ quay lại."
DGPDD005134_1,PDD005134,2024-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005064_2,PDD005064,2024-03-15,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005061_1,PDD005061,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005026_1,PDD005026,2024-03-15,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD005196_1,PDD005196,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005150_1,PDD005150,2024-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD004941_2,PDD004941,2024-03-15,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005204_1,PDD005204,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005074_2,PDD005074,2024-03-15,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005210_1,PDD005210,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005081_1,PDD005081,2024-03-15,5,"Rất hài lòng, sẽ quay lại."
DGPDD005005_1,PDD005005,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005212_1,PDD005212,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005207_1,PDD005207,2024-03-15,5,"Rất hài lòng, sẽ quay lại."
DGPDD005213_2,PDD005213,2024-03-15,5,"Rất hài lòng, sẽ quay lại."
DGPDD005069_2,PDD005069,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005199_1,PDD005199,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005214_2,PDD005214,2024-03-15,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005299_1,PDD005299,2024-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005351_1,PDD005351,2024-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005390_1,PDD005390,2024-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005122_1,PDD005122,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005349_1,PDD005349,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005295_2,PDD005295,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005121_2,PDD005121,2024-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005301_1,PDD005301,2024-03-16,2,Không hài lòng lắm.
DGPDD005336_2,PDD005336,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005314_1,PDD005314,2024-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005089_1,PDD005089,2024-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005524_1,PDD005524,2024-03-16,5,Tuyệt vời!
DGPDD005335_1,PDD005335,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005088_1,PDD005088,2024-03-16,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD005332_1,PDD005332,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005149_1,PDD005149,2024-03-16,5,Dịch vụ hoàn hảo.
DGPDD005329_1,PDD005329,2024-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005347_1,PDD005347,2024-03-16,1,"Rất tệ, không quay lại."
DGPDD005380_1,PDD005380,2024-03-16,5,Tuyệt vời!
DGPDD005097_2,PDD005097,2024-03-16,5,Tuyệt vời!
DGPDD005383_1,PDD005383,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005342_1,PDD005342,2024-03-16,5,"Rất hài lòng, sẽ quay lại."
DGPDD005067_1,PDD005067,2024-03-16,5,Dịch vụ hoàn hảo.
DGPDD005364_1,PDD005364,2024-03-16,5,Tuyệt vời!
DGPDD005387_1,PDD005387,2024-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005373_1,PDD005373,2024-03-16,5,Tuyệt vời!
DGPDD005451_2,PDD005451,2024-03-16,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005362_1,PDD005362,2024-03-16,5,Dịch vụ hoàn hảo.
DGPDD005419_1,PDD005419,2024-03-16,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD005201_1,PDD005201,2024-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005175_1,PDD005175,2024-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005420_1,PDD005420,2024-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005458_1,PDD005458,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005270_1,PDD005270,2024-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005178_1,PDD005178,2024-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005202_1,PDD005202,2024-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005422_1,PDD005422,2024-03-16,2,Không hài lòng lắm.
DGPDD005437_1,PDD005437,2024-03-16,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005183_2,PDD005183,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005426_1,PDD005426,2024-03-16,5,"Rất hài lòng, sẽ quay lại."
DGPDD005196_2,PDD005196,2024-03-16,5,Dịch vụ hoàn hảo.
DGPDD005187_2,PDD005187,2024-03-16,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005253_1,PDD005253,2024-03-16,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005359_1,PDD005359,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005432_1,PDD005432,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005249_2,PDD005249,2024-03-16,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD005046_2,PDD005046,2024-03-16,5,"Rất hài lòng, sẽ quay lại."
DGPDD005226_1,PDD005226,2024-03-16,5,Dịch vụ hoàn hảo.
DGPDD005058_2,PDD005058,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005166_1,PDD005166,2024-03-16,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD005151_2,PDD005151,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005456_1,PDD005456,2024-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005204_2,PDD005204,2024-03-16,1,"Rất tệ, không quay lại."
DGPDD005484_1,PDD005484,2024-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005481_1,PDD005481,2024-03-16,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005203_2,PDD005203,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005416_2,PDD005416,2024-03-16,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005280_1,PDD005280,2024-03-16,5,Dịch vụ hoàn hảo.
DGPDD005485_1,PDD005485,2024-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005220_2,PDD005220,2024-03-16,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD005152_1,PDD005152,2024-03-16,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005377_1,PDD005377,2024-03-17,5,Tuyệt vời!
DGPDD005434_1,PDD005434,2024-03-17,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005526_1,PDD005526,2024-03-17,5,"Rất hài lòng, sẽ quay lại."
DGPDD005444_1,PDD005444,2024-03-17,5,Tuyệt vời!
DGPDD005474_1,PDD005474,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005370_1,PDD005370,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005367_1,PDD005367,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005446_1,PDD005446,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005491_1,PDD005491,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005425_1,PDD005425,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005430_1,PDD005430,2024-03-17,5,Dịch vụ hoàn hảo.
DGPDD005400_1,PDD005400,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005407_1,PDD005407,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005395_2,PDD005395,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005496_1,PDD005496,2024-03-17,5,"Rất hài lòng, sẽ quay lại."
DGPDD005414_1,PDD005414,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005498_1,PDD005498,2024-03-17,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD005393_1,PDD005393,2024-03-17,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005389_1,PDD005389,2024-03-17,5,Tuyệt vời!
DGPDD005379_1,PDD005379,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005477_1,PDD005477,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005500_1,PDD005500,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005419_2,PDD005419,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005421_1,PDD005421,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005386_1,PDD005386,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005503_2,PDD005503,2024-03-17,2,Không hài lòng lắm.
DGPDD005381_1,PDD005381,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005380_2,PDD005380,2024-03-17,5,"Rất hài lòng, sẽ quay lại."
DGPDD005476_1,PDD005476,2024-03-17,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005499_1,PDD005499,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005404_1,PDD005404,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005217_1,PDD005217,2024-03-17,1,"Rất tệ, không quay lại."
DGPDD005360_1,PDD005360,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005636_1,PDD005636,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005127_2,PDD005127,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005192_2,PDD005192,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005596_1,PDD005596,2024-03-17,1,"Rất tệ, không quay lại."
DGPDD005141_1,PDD005141,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005191_1,PDD005191,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005252_1,PDD005252,2024-03-17,2,Không hài lòng lắm.
DGPDD005255_2,PDD005255,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005293_1,PDD005293,2024-03-17,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD005292_1,PDD005292,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005257_1,PDD005257,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005291_2,PDD005291,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005156_1,PDD005156,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005288_1,PDD005288,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005266_1,PDD005266,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005613_1,PDD005613,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005285_1,PDD005285,2024-03-17,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005284_1,PDD005284,2024-03-17,3,"Phục vụ trung bình, giá hợp lý."
DGPDD005159_1,PDD005159,2024-03-17,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD005180_1,PDD005180,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005270_2,PDD005270,2024-03-17,5,Dịch vụ hoàn hảo.
DGPDD005271_1,PDD005271,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005218_1,PDD005218,2024-03-17,5,"Rất hài lòng, sẽ quay lại."
DGPDD005275_2,PDD005275,2024-03-17,5,Dịch vụ hoàn hảo.
DGPDD005243_1,PDD005243,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005305_1,PDD005305,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005312_1,PDD005312,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005544_1,PDD005544,2024-03-17,5,"Rất hài lòng, sẽ quay lại."
DGPDD005545_1,PDD005545,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005547_1,PDD005547,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005551_1,PDD005551,2024-03-17,5,Dịch vụ hoàn hảo.
DGPDD005209_1,PDD005209,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005561_1,PDD005561,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005563_1,PDD005563,2024-03-17,1,Trải nghiệm tồi tệ.
DGPDD005199_2,PDD005199,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD005307_1,PDD005307,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005328_2,PDD005328,2024-03-17,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD005332_2,PDD005332,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005321_1,PDD005321,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005320_1,PDD005320,2024-03-17,5,Dịch vụ hoàn hảo.
DGPDD005318_1,PDD005318,2024-03-17,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD005637_1,PDD005637,2024-03-17,5,Tuyệt vời!
DGPDD005316_1,PDD005316,2024-03-17,1,Trải nghiệm tồi tệ.
DGPDD005315_1,PDD005315,2024-03-17,4,"Nhân viên thân thiện, phòng sạch sẽ."
