MaPhong,MaKhachSan,LoaiPhong,GiaNiemYet,TrangThai
PYN002_R035,PYN002,Double Room,1700000,Đang dọn
PYN002_R036,PYN002,Double Room,1700000,Đang sử dụng
PYN002_R037,PYN002,Single Room,1000000,Đang dọn
PYN002_R038,PYN002,Studio Room,1300000,Đang dọn
PYN002_R039,PYN002,Accessible Room,1100000,Đang sử dụng
QBI001_R001,QBI001,Standard Room,1200000,Đang sử dụng
QBI001_R002,QBI001,Standard Room,1200000,Trống
QBI001_R003,QBI001,Standard Room,1200000,Đang dọn
QBI001_R004,QBI001,Standard Room,1200000,Đang sử dụng
QBI001_R005,QBI001,Standard Room,1200000,Đang dọn
QBI001_R006,QBI001,Standard Room,1200000,Trống
QBI001_R007,QBI001,Standard Room,1200000,Đang sử dụng
QBI001_R008,QBI001,Standard Room,1200000,Đang dọn
QBI001_R009,QBI001,Standard Room,1200000,Trống
QBI001_R010,QBI001,Standard Room,1200000,Trống
QBI001_R011,QBI001,Standard Room,1200000,Đang dọn
QBI001_R012,QBI001,Deluxe Room,1800000,Đang dọn
QBI001_R013,QBI001,Deluxe Room,1800000,Trống
QBI001_R014,QBI001,Deluxe Room,1800000,Đang dọn
QBI001_R015,QBI001,Deluxe Room,1800000,Trống
QBI001_R016,QBI001,Deluxe Room,1800000,Đang sử dụng
QBI001_R017,QBI001,Deluxe Room,1800000,Đang dọn
QBI001_R018,QBI001,Deluxe Room,1800000,Trống
QBI001_R019,QBI001,Deluxe Room,1800000,Trống
QBI001_R020,QBI001,Superior Room,1500000,Đang dọn
QBI001_R021,QBI001,Superior Room,1500000,Đang dọn
QBI001_R022,QBI001,Superior Room,1500000,Đang dọn
QBI001_R023,QBI001,Superior Room,1500000,Trống
QBI001_R024,QBI001,Superior Room,1500000,Đang sử dụng
QBI001_R025,QBI001,Executive Room,2400000,Đang sử dụng
QBI001_R026,QBI001,Executive Room,2400000,Trống
QBI001_R027,QBI001,Junior Suite,2800000,Trống
QBI001_R028,QBI001,Junior Suite,2800000,Trống
QBI001_R029,QBI001,Suite,3500000,Trống
QBI001_R030,QBI001,Suite,3500000,Trống
QBI001_R031,QBI001,Family Room,2200000,Đang sử dụng
QBI001_R032,QBI001,Family Room,2200000,Đang dọn
QBI001_R033,QBI001,Family Room,2200000,Đang sử dụng
QBI001_R034,QBI001,Connecting Room,2000000,Đang dọn
QBI001_R035,QBI001,Connecting Room,2000000,Đang sử dụng
QBI001_R036,QBI001,Twin Room,1700000,Đang sử dụng
QBI001_R037,QBI001,Twin Room,1700000,Đang sử dụng
QBI001_R038,QBI001,Double Room,1700000,Trống
QBI001_R039,QBI001,Double Room,1700000,Đang dọn
QBI001_R040,QBI001,Single Room,1000000,Đang dọn
QBI001_R041,QBI001,Studio Room,1300000,Đang dọn
QBI001_R042,QBI001,Accessible Room,1100000,Đang dọn
QBI002_R001,QBI002,Standard Room,1200000,Đang dọn
QBI002_R002,QBI002,Standard Room,1200000,Trống
QBI002_R003,QBI002,Standard Room,1200000,Trống
QBI002_R004,QBI002,Deluxe Room,1800000,Đang dọn
QBI002_R005,QBI002,Deluxe Room,1800000,Đang dọn
QBI002_R006,QBI002,Superior Room,1500000,Đang sử dụng
QBI002_R007,QBI002,Executive Room,2400000,Đang dọn
QBI002_R008,QBI002,Junior Suite,2800000,Đang sử dụng
QBI002_R009,QBI002,Suite,3500000,Trống
QBI002_R010,QBI002,Family Room,2200000,Đang sử dụng
QBI002_R011,QBI002,Connecting Room,2000000,Đang sử dụng
QBI002_R012,QBI002,Double Room,1700000,Đang sử dụng
QNA001_R001,QNA001,Standard Room,1200000,Đang dọn
QNA001_R002,QNA001,Standard Room,1200000,Trống
QNA001_R003,QNA001,Standard Room,1200000,Đang dọn
QNA001_R004,QNA001,Standard Room,1200000,Trống
QNA001_R005,QNA001,Standard Room,1200000,Đang dọn
QNA001_R006,QNA001,Standard Room,1200000,Trống
QNA001_R007,QNA001,Standard Room,1200000,Trống
QNA001_R008,QNA001,Deluxe Room,1800000,Đang sử dụng
QNA001_R009,QNA001,Deluxe Room,1800000,Đang dọn
QNA001_R010,QNA001,Deluxe Room,1800000,Đang sử dụng
QNA001_R011,QNA001,Deluxe Room,1800000,Đang dọn
QNA001_R012,QNA001,Superior Room,1500000,Đang sử dụng
QNA001_R013,QNA001,Superior Room,1500000,Trống
QNA001_R014,QNA001,Superior Room,1500000,Trống
QNA001_R015,QNA001,Executive Room,2400000,Đang sử dụng
QNA001_R016,QNA001,Junior Suite,2800000,Đang dọn
QNA001_R017,QNA001,Suite,3500000,Trống
QNA001_R018,QNA001,Family Room,2200000,Đang sử dụng
QNA001_R019,QNA001,Family Room,2200000,Đang dọn
QNA001_R020,QNA001,Connecting Room,2000000,Đang sử dụng
QNA001_R021,QNA001,Twin Room,1700000,Trống
QNA001_R022,QNA001,Double Room,1700000,Đang dọn
QNA002_R001,QNA002,Standard Room,1200000,Đang dọn
QNA002_R002,QNA002,Standard Room,1200000,Trống
QNA002_R003,QNA002,Standard Room,1200000,Đang dọn
QNA002_R004,QNA002,Deluxe Room,1800000,Đang dọn
QNA002_R005,QNA002,Deluxe Room,1800000,Đang sử dụng
QNA002_R006,QNA002,Superior Room,1500000,Đang dọn
QNA002_R007,QNA002,Family Room,2200000,Đang sử dụng
QNG001_R001,QNG001,Standard Room,1200000,Trống
QNG001_R002,QNG001,Standard Room,1200000,Trống
QNG001_R003,QNG001,Standard Room,1200000,Trống
QNG001_R004,QNG001,Standard Room,1200000,Trống
QNG001_R005,QNG001,Standard Room,1200000,Đang dọn
QNG001_R006,QNG001,Standard Room,1200000,Đang dọn
QNG001_R007,QNG001,Standard Room,1200000,Đang dọn
QNG001_R008,QNG001,Standard Room,1200000,Đang sử dụng
QNG001_R009,QNG001,Standard Room,1200000,Trống
QNG001_R010,QNG001,Standard Room,1200000,Đang sử dụng
QNG001_R011,QNG001,Deluxe Room,1800000,Trống
QNG001_R012,QNG001,Deluxe Room,1800000,Trống
QNG001_R013,QNG001,Deluxe Room,1800000,Đang dọn
QNG001_R014,QNG001,Deluxe Room,1800000,Đang sử dụng
QNG001_R015,QNG001,Deluxe Room,1800000,Đang sử dụng
QNG001_R016,QNG001,Deluxe Room,1800000,Đang sử dụng
QNG001_R017,QNG001,Deluxe Room,1800000,Đang dọn
QNG001_R018,QNG001,Superior Room,1500000,Trống
QNG001_R019,QNG001,Superior Room,1500000,Đang sử dụng
QNG001_R020,QNG001,Superior Room,1500000,Trống
QNG001_R021,QNG001,Superior Room,1500000,Đang dọn
QNG001_R022,QNG001,Executive Room,2400000,Trống
QNG001_R023,QNG001,Executive Room,2400000,Đang dọn
QNG001_R024,QNG001,Junior Suite,2800000,Đang dọn
QNG001_R025,QNG001,Junior Suite,2800000,Đang sử dụng
QNG001_R026,QNG001,Suite,3500000,Trống
QNG001_R027,QNG001,Suite,3500000,Đang sử dụng
QNG001_R028,QNG001,Family Room,2200000,Đang sử dụng
QNG001_R029,QNG001,Family Room,2200000,Đang dọn
QNG001_R030,QNG001,Connecting Room,2000000,Đang dọn
QNG001_R031,QNG001,Connecting Room,2000000,Trống
QNG001_R032,QNG001,Twin Room,1700000,Trống
QNG001_R033,QNG001,Double Room,1700000,Đang sử dụng
QNG001_R034,QNG001,Double Room,1700000,Đang dọn
QNG001_R035,QNG001,Single Room,1000000,Đang sử dụng
QNG001_R036,QNG001,Studio Room,1300000,Đang sử dụng
QNG001_R037,QNG001,Accessible Room,1100000,Đang sử dụng
QNG002_R001,QNG002,Standard Room,1200000,Đang sử dụng
QNG002_R002,QNG002,Standard Room,1200000,Trống
QNG002_R003,QNG002,Standard Room,1200000,Đang dọn
QNG002_R004,QNG002,Standard Room,1200000,Trống
QNG002_R005,QNG002,Deluxe Room,1800000,Trống
QNG002_R006,QNG002,Deluxe Room,1800000,Trống
QNG002_R007,QNG002,Superior Room,1500000,Trống
QNG002_R008,QNG002,Executive Room,2400000,Trống
QNG002_R009,QNG002,Junior Suite,2800000,Đang dọn
QNG002_R010,QNG002,Suite,3500000,Trống
QNG002_R011,QNG002,Family Room,2200000,Đang sử dụng
QNG002_R012,QNG002,Connecting Room,2000000,Trống
QNG002_R013,QNG002,Double Room,1700000,Đang sử dụng
QNI001_R001,QNI001,Standard Room,1200000,Đang dọn
QNI001_R002,QNI001,Standard Room,1200000,Đang dọn
QNI001_R003,QNI001,Standard Room,1200000,Trống
QNI001_R004,QNI001,Standard Room,1200000,Đang dọn
QNI001_R005,QNI001,Standard Room,1200000,Đang sử dụng
QNI001_R006,QNI001,Standard Room,1200000,Trống
QNI001_R007,QNI001,Standard Room,1200000,Trống
QNI001_R008,QNI001,Standard Room,1200000,Trống
QNI001_R009,QNI001,Deluxe Room,1800000,Đang dọn
QNI001_R010,QNI001,Deluxe Room,1800000,Trống
QNI001_R011,QNI001,Deluxe Room,1800000,Đang dọn
QNI001_R012,QNI001,Deluxe Room,1800000,Trống
QNI001_R013,QNI001,Deluxe Room,1800000,Đang dọn
QNI001_R014,QNI001,Superior Room,1500000,Trống
QNI001_R015,QNI001,Superior Room,1500000,Trống
QNI001_R016,QNI001,Superior Room,1500000,Đang sử dụng
QNI001_R017,QNI001,Executive Room,2400000,Đang dọn
QNI001_R018,QNI001,Junior Suite,2800000,Đang sử dụng
QNI001_R019,QNI001,Suite,3500000,Trống
QNI001_R020,QNI001,Family Room,2200000,Đang sử dụng
QNI001_R021,QNI001,Family Room,2200000,Đang dọn
QNI001_R022,QNI001,Connecting Room,2000000,Đang dọn
QNI001_R023,QNI001,Twin Room,1700000,Đang dọn
QNI001_R024,QNI001,Double Room,1700000,Trống
QNI001_R025,QNI001,Single Room,1000000,Đang sử dụng
QNI001_R026,QNI001,Studio Room,1300000,Trống
QNI001_R027,QNI001,Accessible Room,1100000,Trống
QNI002_R001,QNI002,Standard Room,1200000,Trống
QNI002_R002,QNI002,Standard Room,1200000,Đang sử dụng
QNI002_R003,QNI002,Standard Room,1200000,Trống
QNI002_R004,QNI002,Standard Room,1200000,Đang dọn
QNI002_R005,QNI002,Deluxe Room,1800000,Đang sử dụng
QNI002_R006,QNI002,Deluxe Room,1800000,Trống
QNI002_R007,QNI002,Deluxe Room,1800000,Trống
QNI002_R008,QNI002,Superior Room,1500000,Trống
QNI002_R009,QNI002,Superior Room,1500000,Đang dọn
QNI002_R010,QNI002,Executive Room,2400000,Đang sử dụng
QNI002_R011,QNI002,Junior Suite,2800000,Đang sử dụng
QNI002_R012,QNI002,Suite,3500000,Đang dọn
QNI002_R013,QNI002,Family Room,2200000,Đang dọn
QNI002_R014,QNI002,Connecting Room,2000000,Đang dọn
QNI002_R015,QNI002,Twin Room,1700000,Trống
QNI002_R016,QNI002,Double Room,1700000,Đang dọn
QTR001_R001,QTR001,Standard Room,1200000,Đang sử dụng
QTR001_R002,QTR001,Standard Room,1200000,Đang sử dụng
QTR001_R003,QTR001,Standard Room,1200000,Trống
QTR001_R004,QTR001,Standard Room,1200000,Đang dọn
QTR001_R005,QTR001,Standard Room,1200000,Trống
QTR001_R006,QTR001,Standard Room,1200000,Đang sử dụng
QTR001_R007,QTR001,Standard Room,1200000,Trống
QTR001_R008,QTR001,Standard Room,1200000,Đang sử dụng
QTR001_R009,QTR001,Standard Room,1200000,Trống
QTR001_R010,QTR001,Standard Room,1200000,Đang sử dụng
QTR001_R011,QTR001,Standard Room,1200000,Đang sử dụng
QTR001_R012,QTR001,Deluxe Room,1800000,Đang dọn
QTR001_R013,QTR001,Deluxe Room,1800000,Trống
QTR001_R014,QTR001,Deluxe Room,1800000,Trống
QTR001_R015,QTR001,Deluxe Room,1800000,Trống
QTR001_R016,QTR001,Deluxe Room,1800000,Đang dọn
QTR001_R017,QTR001,Deluxe Room,1800000,Đang sử dụng
QTR001_R018,QTR001,Deluxe Room,1800000,Trống
QTR001_R019,QTR001,Deluxe Room,1800000,Trống
QTR001_R020,QTR001,Superior Room,1500000,Đang dọn
QTR001_R021,QTR001,Superior Room,1500000,Đang dọn
QTR001_R022,QTR001,Superior Room,1500000,Đang dọn
QTR001_R023,QTR001,Superior Room,1500000,Đang dọn
QTR001_R024,QTR001,Superior Room,1500000,Đang sử dụng
QTR001_R025,QTR001,Executive Room,2400000,Đang sử dụng
QTR001_R026,QTR001,Executive Room,2400000,Đang sử dụng
QTR001_R027,QTR001,Junior Suite,2800000,Trống
QTR001_R028,QTR001,Junior Suite,2800000,Trống
QTR001_R029,QTR001,Suite,3500000,Đang dọn
QTR001_R030,QTR001,Suite,3500000,Đang dọn
QTR001_R031,QTR001,Family Room,2200000,Đang dọn
QTR001_R032,QTR001,Family Room,2200000,Đang dọn
QTR001_R033,QTR001,Family Room,2200000,Đang dọn
QTR001_R034,QTR001,Connecting Room,2000000,Trống
QTR001_R035,QTR001,Connecting Room,2000000,Đang sử dụng
QTR001_R036,QTR001,Twin Room,1700000,Đang dọn
QTR001_R037,QTR001,Twin Room,1700000,Đang sử dụng
QTR001_R038,QTR001,Double Room,1700000,Đang dọn
QTR001_R039,QTR001,Double Room,1700000,Trống
QTR001_R040,QTR001,Single Room,1000000,Trống
QTR001_R041,QTR001,Studio Room,1300000,Đang sử dụng
QTR001_R042,QTR001,Accessible Room,1100000,Đang dọn
QTR002_R001,QTR002,Standard Room,1200000,Đang sử dụng
QTR002_R002,QTR002,Standard Room,1200000,Đang sử dụng
QTR002_R003,QTR002,Standard Room,1200000,Đang dọn
QTR002_R004,QTR002,Standard Room,1200000,Trống
QTR002_R005,QTR002,Standard Room,1200000,Đang dọn
QTR002_R006,QTR002,Standard Room,1200000,Trống
QTR002_R007,QTR002,Standard Room,1200000,Trống
QTR002_R008,QTR002,Standard Room,1200000,Trống
QTR002_R009,QTR002,Standard Room,1200000,Trống
QTR002_R010,QTR002,Standard Room,1200000,Đang sử dụng
QTR002_R011,QTR002,Standard Room,1200000,Đang sử dụng
QTR002_R012,QTR002,Deluxe Room,1800000,Trống
QTR002_R013,QTR002,Deluxe Room,1800000,Trống
QTR002_R014,QTR002,Deluxe Room,1800000,Đang sử dụng
QTR002_R015,QTR002,Deluxe Room,1800000,Đang sử dụng
QTR002_R016,QTR002,Deluxe Room,1800000,Đang dọn
QTR002_R017,QTR002,Deluxe Room,1800000,Trống
QTR002_R018,QTR002,Deluxe Room,1800000,Đang sử dụng
QTR002_R019,QTR002,Deluxe Room,1800000,Trống
QTR002_R020,QTR002,Superior Room,1500000,Đang sử dụng
QTR002_R021,QTR002,Superior Room,1500000,Đang dọn
QTR002_R022,QTR002,Superior Room,1500000,Đang sử dụng
QTR002_R023,QTR002,Superior Room,1500000,Đang sử dụng
QTR002_R024,QTR002,Superior Room,1500000,Trống
QTR002_R025,QTR002,Executive Room,2400000,Đang dọn
QTR002_R026,QTR002,Executive Room,2400000,Trống
QTR002_R027,QTR002,Junior Suite,2800000,Đang dọn
QTR002_R028,QTR002,Junior Suite,2800000,Trống
QTR002_R029,QTR002,Suite,3500000,Đang dọn
QTR002_R030,QTR002,Suite,3500000,Đang dọn
QTR002_R031,QTR002,Family Room,2200000,Trống
QTR002_R032,QTR002,Family Room,2200000,Trống
QTR002_R033,QTR002,Family Room,2200000,Đang dọn
QTR002_R034,QTR002,Connecting Room,2000000,Trống
QTR002_R035,QTR002,Connecting Room,2000000,Đang sử dụng
QTR002_R036,QTR002,Twin Room,1700000,Trống
QTR002_R037,QTR002,Twin Room,1700000,Đang sử dụng
QTR002_R038,QTR002,Double Room,1700000,Trống
QTR002_R039,QTR002,Double Room,1700000,Trống
QTR002_R040,QTR002,Single Room,1000000,Đang dọn
QTR002_R041,QTR002,Studio Room,1300000,Đang sử dụng
QTR002_R042,QTR002,Accessible Room,1100000,Đang dọn
STG001_R001,STG001,Standard Room,1200000,Đang sử dụng
STG001_R002,STG001,Standard Room,1200000,Trống
STG001_R003,STG001,Standard Room,1200000,Đang dọn
STG001_R004,STG001,Standard Room,1200000,Trống
STG001_R005,STG001,Standard Room,1200000,Đang sử dụng
STG001_R006,STG001,Standard Room,1200000,Trống
STG001_R007,STG001,Deluxe Room,1800000,Đang sử dụng
STG001_R008,STG001,Deluxe Room,1800000,Đang dọn
STG001_R009,STG001,Deluxe Room,1800000,Trống
STG001_R010,STG001,Deluxe Room,1800000,Đang dọn
STG001_R011,STG001,Superior Room,1500000,Đang sử dụng
STG001_R012,STG001,Superior Room,1500000,Trống
STG001_R013,STG001,Executive Room,2400000,Đang sử dụng
STG001_R014,STG001,Junior Suite,2800000,Đang sử dụng
STG001_R015,STG001,Suite,3500000,Đang dọn
STG001_R016,STG001,Family Room,2200000,Đang sử dụng
STG001_R017,STG001,Connecting Room,2000000,Đang dọn
STG001_R018,STG001,Twin Room,1700000,Trống
STG001_R019,STG001,Double Room,1700000,Đang dọn
STG002_R001,STG002,Standard Room,1200000,Trống
STG002_R002,STG002,Standard Room,1200000,Đang sử dụng
STG002_R003,STG002,Standard Room,1200000,Đang dọn
STG002_R004,STG002,Deluxe Room,1800000,Đang sử dụng
STG002_R005,STG002,Deluxe Room,1800000,Đang dọn
STG002_R006,STG002,Superior Room,1500000,Đang sử dụng
STG002_R007,STG002,Family Room,2200000,Trống
SLA001_R001,SLA001,Standard Room,1200000,Đang sử dụng
SLA001_R002,SLA001,Standard Room,1200000,Trống
SLA001_R003,SLA001,Standard Room,1200000,Đang dọn
SLA001_R004,SLA001,Standard Room,1200000,Trống
SLA001_R005,SLA001,Standard Room,1200000,Đang dọn
SLA001_R006,SLA001,Standard Room,1200000,Trống
SLA001_R007,SLA001,Standard Room,1200000,Trống
SLA001_R008,SLA001,Standard Room,1200000,Trống
SLA001_R009,SLA001,Standard Room,1200000,Đang sử dụng
SLA001_R010,SLA001,Deluxe Room,1800000,Đang dọn
SLA001_R011,SLA001,Deluxe Room,1800000,Đang sử dụng
SLA001_R012,SLA001,Deluxe Room,1800000,Đang dọn
SLA001_R013,SLA001,Deluxe Room,1800000,Trống
SLA001_R014,SLA001,Deluxe Room,1800000,Trống
SLA001_R015,SLA001,Deluxe Room,1800000,Đang sử dụng
SLA001_R016,SLA001,Superior Room,1500000,Trống
SLA001_R017,SLA001,Superior Room,1500000,Đang dọn
SLA001_R018,SLA001,Superior Room,1500000,Trống
SLA001_R019,SLA001,Superior Room,1500000,Đang sử dụng
SLA001_R020,SLA001,Executive Room,2400000,Trống
SLA001_R021,SLA001,Executive Room,2400000,Trống
SLA001_R022,SLA001,Junior Suite,2800000,Đang dọn
SLA001_R023,SLA001,Junior Suite,2800000,Đang dọn
SLA001_R024,SLA001,Suite,3500000,Đang sử dụng
SLA001_R025,SLA001,Suite,3500000,Đang sử dụng
SLA001_R026,SLA001,Family Room,2200000,Đang dọn
SLA001_R027,SLA001,Family Room,2200000,Đang dọn
SLA001_R028,SLA001,Connecting Room,2000000,Đang sử dụng
SLA001_R029,SLA001,Connecting Room,2000000,Đang dọn
SLA001_R030,SLA001,Twin Room,1700000,Đang dọn
SLA001_R031,SLA001,Double Room,1700000,Đang dọn
SLA001_R032,SLA001,Double Room,1700000,Trống
SLA001_R033,SLA001,Single Room,1000000,Trống
SLA001_R034,SLA001,Studio Room,1300000,Đang dọn
SLA001_R035,SLA001,Accessible Room,1100000,Trống
SLA002_R001,SLA002,Standard Room,1200000,Trống
SLA002_R002,SLA002,Standard Room,1200000,Trống
SLA002_R003,SLA002,Standard Room,1200000,Trống
SLA002_R004,SLA002,Standard Room,1200000,Trống
SLA002_R005,SLA002,Standard Room,1200000,Trống
SLA002_R006,SLA002,Standard Room,1200000,Đang dọn
SLA002_R007,SLA002,Standard Room,1200000,Đang sử dụng
SLA002_R008,SLA002,Deluxe Room,1800000,Trống
SLA002_R009,SLA002,Deluxe Room,1800000,Trống
SLA002_R010,SLA002,Deluxe Room,1800000,Trống
SLA002_R011,SLA002,Deluxe Room,1800000,Đang sử dụng
SLA002_R012,SLA002,Deluxe Room,1800000,Trống
SLA002_R013,SLA002,Superior Room,1500000,Trống
SLA002_R014,SLA002,Superior Room,1500000,Đang sử dụng
SLA002_R015,SLA002,Superior Room,1500000,Đang dọn
SLA002_R016,SLA002,Executive Room,2400000,Đang sử dụng
SLA002_R017,SLA002,Junior Suite,2800000,Đang dọn
SLA002_R018,SLA002,Suite,3500000,Đang sử dụng
SLA002_R019,SLA002,Family Room,2200000,Đang sử dụng
SLA002_R020,SLA002,Family Room,2200000,Đang dọn
SLA002_R021,SLA002,Connecting Room,2000000,Đang dọn
SLA002_R022,SLA002,Twin Room,1700000,Trống
SLA002_R023,SLA002,Double Room,1700000,Đang dọn
TBG001_R001,TBG001,Standard Room,1200000,Đang sử dụng
TBG001_R002,TBG001,Standard Room,1200000,Đang dọn
TBG001_R003,TBG001,Standard Room,1200000,Trống
TBG001_R004,TBG001,Standard Room,1200000,Đang sử dụng
TBG001_R005,TBG001,Standard Room,1200000,Trống
TBG001_R006,TBG001,Standard Room,1200000,Trống
TBG001_R007,TBG001,Standard Room,1200000,Đang sử dụng
TBG001_R008,TBG001,Standard Room,1200000,Đang sử dụng
TBG001_R009,TBG001,Deluxe Room,1800000,Đang dọn
TBG001_R010,TBG001,Deluxe Room,1800000,Đang dọn
TBG001_R011,TBG001,Deluxe Room,1800000,Trống
TBG001_R012,TBG001,Deluxe Room,1800000,Đang dọn
TBG001_R013,TBG001,Deluxe Room,1800000,Đang dọn
TBG001_R014,TBG001,Superior Room,1500000,Trống
TBG001_R015,TBG001,Superior Room,1500000,Đang sử dụng
TBG001_R016,TBG001,Superior Room,1500000,Trống
TBG001_R017,TBG001,Executive Room,2400000,Đang sử dụng
TBG001_R018,TBG001,Junior Suite,2800000,Trống
TBG001_R019,TBG001,Suite,3500000,Đang sử dụng
TBG001_R020,TBG001,Family Room,2200000,Đang dọn
TBG001_R021,TBG001,Family Room,2200000,Đang dọn
TBG001_R022,TBG001,Connecting Room,2000000,Trống
TBG001_R023,TBG001,Twin Room,1700000,Trống
TBG001_R024,TBG001,Double Room,1700000,Đang dọn
TBG001_R025,TBG001,Single Room,1000000,Đang dọn
TBG001_R026,TBG001,Studio Room,1300000,Đang sử dụng
TBG001_R027,TBG001,Accessible Room,1100000,Trống
TBG002_R001,TBG002,Standard Room,1200000,Đang dọn
TBG002_R002,TBG002,Standard Room,1200000,Đang sử dụng
TBG002_R003,TBG002,Standard Room,1200000,Đang dọn
TBG002_R004,TBG002,Standard Room,1200000,Trống
TBG002_R005,TBG002,Deluxe Room,1800000,Trống
TBG002_R006,TBG002,Deluxe Room,1800000,Đang sử dụng
TBG002_R007,TBG002,Superior Room,1500000,Trống
TBG002_R008,TBG002,Executive Room,2400000,Trống
TBG002_R009,TBG002,Junior Suite,2800000,Đang dọn
TBG002_R010,TBG002,Suite,3500000,Trống
TBG002_R011,TBG002,Family Room,2200000,Trống
TBG002_R012,TBG002,Connecting Room,2000000,Trống
TBG002_R013,TBG002,Double Room,1700000,Đang dọn
TNI001_R001,TNI001,Standard Room,1200000,Đang sử dụng
TNI001_R002,TNI001,Standard Room,1200000,Đang sử dụng
TNI001_R003,TNI001,Standard Room,1200000,Trống
TNI001_R004,TNI001,Standard Room,1200000,Đang sử dụng
TNI001_R005,TNI001,Standard Room,1200000,Đang dọn
TNI001_R006,TNI001,Standard Room,1200000,Đang sử dụng
TNI001_R007,TNI001,Standard Room,1200000,Trống
TNI001_R008,TNI001,Deluxe Room,1800000,Đang dọn
TNI001_R009,TNI001,Deluxe Room,1800000,Đang sử dụng
TNI001_R010,TNI001,Deluxe Room,1800000,Đang dọn
TNI001_R011,TNI001,Deluxe Room,1800000,Đang dọn
TNI001_R012,TNI001,Deluxe Room,1800000,Đang sử dụng
TNI001_R013,TNI001,Superior Room,1500000,Trống
TNI001_R014,TNI001,Superior Room,1500000,Đang sử dụng
TNI001_R015,TNI001,Superior Room,1500000,Đang dọn
TNI001_R016,TNI001,Executive Room,2400000,Trống
TNI001_R017,TNI001,Junior Suite,2800000,Trống
TNI001_R018,TNI001,Suite,3500000,Đang sử dụng
TNI001_R019,TNI001,Family Room,2200000,Đang dọn
TNI001_R020,TNI001,Family Room,2200000,Đang sử dụng
TNI001_R021,TNI001,Connecting Room,2000000,Trống
TNI001_R022,TNI001,Twin Room,1700000,Trống
TNI001_R023,TNI001,Double Room,1700000,Đang dọn
TNI002_R001,TNI002,Standard Room,1200000,Đang dọn
TNI002_R002,TNI002,Standard Room,1200000,Đang sử dụng
TNI002_R003,TNI002,Standard Room,1200000,Trống
TNI002_R004,TNI002,Deluxe Room,1800000,Trống
TNI002_R005,TNI002,Deluxe Room,1800000,Đang dọn
TNI002_R006,TNI002,Superior Room,1500000,Đang dọn
TNI002_R007,TNI002,Executive Room,2400000,Trống
TNI002_R008,TNI002,Junior Suite,2800000,Đang dọn
TNI002_R009,TNI002,Suite,3500000,Trống
TNI002_R010,TNI002,Family Room,2200000,Trống
TNI002_R011,TNI002,Connecting Room,2000000,Đang dọn
TNI002_R012,TNI002,Double Room,1700000,Đang dọn
TNH001_R001,TNH001,Standard Room,1200000,Đang dọn
TNH001_R002,TNH001,Standard Room,1200000,Trống
TNH001_R003,TNH001,Standard Room,1200000,Trống
TNH001_R004,TNH001,Standard Room,1200000,Đang dọn
TNH001_R005,TNH001,Standard Room,1200000,Trống
TNH001_R006,TNH001,Standard Room,1200000,Đang dọn
TNH001_R007,TNH001,Standard Room,1200000,Đang sử dụng
TNH001_R008,TNH001,Standard Room,1200000,Đang sử dụng
TNH001_R009,TNH001,Standard Room,1200000,Đang sử dụng
TNH001_R010,TNH001,Deluxe Room,1800000,Trống
TNH001_R011,TNH001,Deluxe Room,1800000,Đang dọn
TNH001_R012,TNH001,Deluxe Room,1800000,Trống
TNH001_R013,TNH001,Deluxe Room,1800000,Đang dọn
TNH001_R014,TNH001,Deluxe Room,1800000,Đang dọn
TNH001_R015,TNH001,Deluxe Room,1800000,Trống
TNH001_R016,TNH001,Superior Room,1500000,Trống
TNH001_R017,TNH001,Superior Room,1500000,Trống
TNH001_R018,TNH001,Superior Room,1500000,Trống
TNH001_R019,TNH001,Superior Room,1500000,Trống
TNH001_R020,TNH001,Executive Room,2400000,Đang sử dụng
TNH001_R021,TNH001,Executive Room,2400000,Đang dọn
TNH001_R022,TNH001,Junior Suite,2800000,Đang dọn
TNH001_R023,TNH001,Junior Suite,2800000,Đang dọn
TNH001_R024,TNH001,Suite,3500000,Đang sử dụng
TNH001_R025,TNH001,Suite,3500000,Đang sử dụng
TNH001_R026,TNH001,Family Room,2200000,Đang sử dụng
TNH001_R027,TNH001,Family Room,2200000,Trống
TNH001_R028,TNH001,Connecting Room,2000000,Đang sử dụng
TNH001_R029,TNH001,Connecting Room,2000000,Trống
TNH001_R030,TNH001,Twin Room,1700000,Trống
TNH001_R031,TNH001,Double Room,1700000,Trống
TNH001_R032,TNH001,Double Room,1700000,Đang dọn
TNH001_R033,TNH001,Single Room,1000000,Trống
TNH001_R034,TNH001,Studio Room,1300000,Đang dọn
TNH001_R035,TNH001,Accessible Room,1100000,Đang sử dụng
TNH002_R001,TNH002,Standard Room,1200000,Trống
TNH002_R002,TNH002,Standard Room,1200000,Trống
TNH002_R003,TNH002,Standard Room,1200000,Trống
TNH002_R004,TNH002,Standard Room,1200000,Trống
TNH002_R005,TNH002,Standard Room,1200000,Đang dọn
TNH002_R006,TNH002,Standard Room,1200000,Đang sử dụng
TNH002_R007,TNH002,Standard Room,1200000,Đang sử dụng
TNH002_R008,TNH002,Standard Room,1200000,Trống
TNH002_R009,TNH002,Deluxe Room,1800000,Đang sử dụng
TNH002_R010,TNH002,Deluxe Room,1800000,Đang sử dụng
TNH002_R011,TNH002,Deluxe Room,1800000,Đang sử dụng
TNH002_R012,TNH002,Deluxe Room,1800000,Đang sử dụng
